province_name,town_name,location_type,type_of_water_source,number_of_people_served,time_in_queue,pollution_results,pollutant_ppm,biological
Hawassa,Rural,Rural,well,230,0,"Contaminated: Chemical",6.35822,0
Hawassa,Rural,Rural,well,314,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,shared_tap,1906,161,NULL,NULL,NULL
Hawassa,Rural,Rural,well,316,0,"Contaminated: Biological",0,495.898
Hawassa,Rural,Rural,tap_in_home,696,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,212,0,"Contaminated: Chemical",3.69445,0
Hawassa,Rural,Rural,river,610,14,NULL,NULL,NULL
Hawassa,Rural,Rural,well,242,0,"Contaminated: Biological",0,38.8884
Hawassa,Rural,Rural,tap_in_home,806,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1976,166,NULL,NULL,NULL
Hawassa,Rural,Rural,well,364,0,"Contaminated: Chemical",3.30818,0
Hawassa,Rural,Rural,tap_in_home_broken,926,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,334,0,"Contaminated: Chemical",5.00001,0
Hawassa,Rural,Rural,well,296,0,"Contaminated: Chemical",3.82831,0
Hawassa,Rural,Rural,shared_tap,1886,159,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2310,190,NULL,NULL,NULL
Hawassa,Rural,Rural,well,254,0,"Contaminated: Biological",0,485.162
Hawassa,Rural,Rural,well,254,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,tap_in_home,950,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2558,28,NULL,NULL,NULL
Hawassa,Rural,Rural,well,388,0,"Contaminated: Chemical",7.72428,0
Hawassa,Rural,Rural,shared_tap,352,48,NULL,NULL,NULL
Hawassa,Rural,Rural,well,300,0,"Contaminated: Biological",0,96.6341
Hawassa,Rural,Rural,tap_in_home_broken,326,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,258,0,"Contaminated: Chemical",8.22231,0
Hawassa,Rural,Rural,tap_in_home,572,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,336,0,"Contaminated: Chemical",5.30924,0
Hawassa,Rural,Rural,tap_in_home,658,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,282,0,"Contaminated: Biological",0,495.898
Hawassa,Rural,Rural,river,914,25,NULL,NULL,NULL
Hawassa,Rural,Rural,river,824,20,NULL,NULL,NULL
Hawassa,Rural,Rural,well,348,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,river,934,25,NULL,NULL,NULL
Hawassa,Rural,Rural,well,290,0,"Contaminated: Biological",0,15.2907
Hawassa,Rural,Rural,river,522,9,NULL,NULL,NULL
Hawassa,Rural,Rural,well,304,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,well,196,0,Clean,0.0720368,0.0000781218
Hawassa,Rural,Rural,well,340,0,"Contaminated: Chemical",7.90054,0
Hawassa,Rural,Rural,tap_in_home,802,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,294,0,"Contaminated: Biological",0,318.664
Hawassa,Rural,Rural,well,186,0,"Contaminated: Biological",0,485.162
Hawassa,Rural,Rural,well,292,0,"Contaminated: Chemical",1.96661,0
Hawassa,Rural,Rural,well,174,0,"Contaminated: Biological",0,38.8767
Hawassa,Rural,Rural,shared_tap,3836,30,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2628,213,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,366,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,878,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,256,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,well,304,0,"Contaminated: Biological",0,8.86426
Hawassa,Rural,Rural,well,180,0,"Contaminated: Biological",0,27.7688
Hawassa,Rural,Rural,tap_in_home_broken,902,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2608,28,NULL,NULL,NULL
Hawassa,Rural,Rural,well,174,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,shared_tap,2130,26,NULL,NULL,NULL
Hawassa,Rural,Rural,well,216,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,well,310,0,"Contaminated: Chemical",8.087,0
Hawassa,Rural,Rural,well,354,0,"Contaminated: Chemical",3.67446,0
Hawassa,Rural,Rural,shared_tap,2008,168,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,940,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2936,30,NULL,NULL,NULL
Hawassa,Rural,Rural,well,226,0,"Contaminated: Biological",0,39.2577
Hawassa,Rural,Rural,shared_tap,1090,102,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3144,240,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,456,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,516,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,714,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,430,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,398,0,"Contaminated: Biological",0,17.723
Hawassa,Rural,Rural,well,182,0,"Contaminated: Chemical",7.4309,0
Hawassa,Rural,Rural,well,270,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,shared_tap,1286,116,NULL,NULL,NULL
Hawassa,Rural,Rural,well,294,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,tap_in_home_broken,544,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,164,0,"Contaminated: Biological",0,17.626
Hawassa,Rural,Rural,well,292,0,"Contaminated: Biological",0,318.664
Hawassa,Rural,Rural,well,302,0,"Contaminated: Chemical",4.07487,0
Hawassa,Rural,Rural,shared_tap,1628,23,NULL,NULL,NULL
Hawassa,Rural,Rural,well,236,0,"Contaminated: Chemical",5.69815,0
Hawassa,Rural,Rural,tap_in_home_broken,804,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,420,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3364,240,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,648,70,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,748,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,384,0,"Contaminated: Biological",0,495.898
Hawassa,Rural,Rural,tap_in_home,588,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,584,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,620,18,NULL,NULL,NULL
Hawassa,Rural,Rural,well,314,0,"Contaminated: Chemical",1.53017,0
Hawassa,Rural,Rural,tap_in_home_broken,988,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,348,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,214,0,"Contaminated: Biological",0,3.19752
Hawassa,Rural,Rural,shared_tap,3224,240,NULL,NULL,NULL
Hawassa,Rural,Rural,well,308,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,well,382,0,"Contaminated: Chemical",7.28208,0
Hawassa,Rural,Rural,tap_in_home,746,0,NULL,NULL,NULL
Hawassa,Rural,Rural,river,874,9,NULL,NULL,NULL
Hawassa,Rural,Rural,well,252,0,"Contaminated: Chemical",8.02772,0
Hawassa,Rural,Rural,tap_in_home,964,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,378,0,"Contaminated: Chemical",4.0279,0
Hawassa,Rural,Rural,well,392,0,"Contaminated: Chemical",7.35238,0
Hawassa,Rural,Rural,well,268,0,Clean,0.0586486,0.0000243869
Hawassa,Rural,Rural,well,330,0,"Contaminated: Chemical",4.89194,0
Hawassa,Rural,Rural,well,228,0,"Contaminated: Biological",0,2.1033
Hawassa,Rural,Rural,shared_tap,2196,182,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2554,28,NULL,NULL,NULL
Hawassa,Rural,Rural,well,256,0,"Contaminated: Chemical",2.25053,0
Hawassa,Rural,Rural,well,300,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,well,362,0,"Contaminated: Chemical",1.71208,0
Hawassa,Rural,Rural,shared_tap,732,18,NULL,NULL,NULL
Hawassa,Rural,Rural,well,200,0,Clean,0.0107589,0.0000394135
Hawassa,Rural,Rural,tap_in_home_broken,836,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1602,139,NULL,NULL,NULL
Hawassa,Rural,Rural,well,354,0,"Contaminated: Chemical",2.8661,0
Hawassa,Rural,Rural,tap_in_home_broken,554,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,386,0,NULL,NULL,NULL
Hawassa,Rural,Rural,river,696,29,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,502,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,374,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,310,0,"Contaminated: Chemical",5.7239,0
Hawassa,Rural,Rural,tap_in_home_broken,596,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,812,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,912,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,202,0,"Contaminated: Chemical",5.50315,0
Hawassa,Rural,Rural,tap_in_home,786,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,352,0,Clean,0.0551196,0.0000506618
Hawassa,Rural,Rural,tap_in_home_broken,528,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,896,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1154,106,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,810,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,382,0,"Contaminated: Chemical",3.84192,0
Hawassa,Rural,Rural,tap_in_home_broken,396,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3138,30,NULL,NULL,NULL
Hawassa,Rural,Rural,well,216,0,"Contaminated: Chemical",4.16177,0
Hawassa,Rural,Rural,shared_tap,1004,95,NULL,NULL,NULL
Hawassa,Rural,Rural,well,282,0,"Contaminated: Chemical",7.88651,0
Hawassa,Rural,Rural,tap_in_home_broken,838,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,792,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,222,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,river,788,23,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,426,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2422,27,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3072,240,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,950,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,544,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,388,0,"Contaminated: Chemical",2.82664,0
Hawassa,Rural,Rural,shared_tap,538,62,NULL,NULL,NULL
Hawassa,Rural,Rural,well,388,0,"Contaminated: Chemical",8.4887,0
Hawassa,Rural,Rural,well,238,0,"Contaminated: Chemical",5.61903,0
Hawassa,Rural,Rural,well,396,0,"Contaminated: Biological",0,495.898
Hawassa,Rural,Rural,well,366,0,Clean,0.0483411,0.0000478456
Hawassa,Rural,Rural,well,202,0,"Contaminated: Biological",0,318.664
Hawassa,Rural,Rural,well,360,0,"Contaminated: Chemical",5.00496,0
Hawassa,Rural,Rural,well,160,0,"Contaminated: Chemical",9.88674,0
Hawassa,Rural,Rural,tap_in_home,810,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1222,21,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3196,240,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,322,46,NULL,NULL,NULL
Hawassa,Rural,Rural,well,362,0,"Contaminated: Chemical",6.5336,0
Hawassa,Rural,Rural,shared_tap,1068,100,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,712,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,444,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1644,23,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,442,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,584,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,200,0,"Contaminated: Chemical",6.84753,0
Hawassa,Rural,Rural,well,240,0,"Contaminated: Chemical",3.17999,0
Hawassa,Rural,Rural,tap_in_home_broken,846,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,274,0,"Contaminated: Chemical",2.05402,0
Hawassa,Rural,Rural,well,370,0,"Contaminated: Biological",0,318.664
Hawassa,Rural,Rural,well,186,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,tap_in_home_broken,844,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,206,0,"Contaminated: Chemical",1.07314,0
Hawassa,Rural,Rural,shared_tap,3408,30,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3124,30,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,480,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,246,0,"Contaminated: Chemical",8.48678,0
Hawassa,Rural,Rural,well,358,0,"Contaminated: Chemical",5.1139,0
Hawassa,Rural,Rural,tap_in_home,998,0,NULL,NULL,NULL
Hawassa,Rural,Rural,river,972,25,NULL,NULL,NULL
Hawassa,Rural,Rural,well,268,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,well,234,0,"Contaminated: Chemical",6.57808,0
Hawassa,Rural,Rural,well,378,0,Clean,0.0121033,0.000085751
Hawassa,Rural,Rural,well,262,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,well,242,0,Clean,0.0295747,0.0000936272
Hawassa,Rural,Rural,tap_in_home,846,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,218,0,"Contaminated: Chemical",8.32939,0
Hawassa,Rural,Rural,well,344,0,"Contaminated: Chemical",1.89123,0
Hawassa,Rural,Rural,well,218,0,"Contaminated: Chemical",6.83203,0
Hawassa,Rural,Rural,well,270,0,"Contaminated: Biological",0,31.9619
Hawassa,Rural,Rural,tap_in_home_broken,854,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,320,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,282,0,"Contaminated: Biological",0,8.48092
Hawassa,Rural,Rural,well,256,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,tap_in_home_broken,878,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,272,0,"Contaminated: Chemical",7.09846,0
Hawassa,Rural,Rural,well,392,0,Clean,0.0645995,0.0000422152
Hawassa,Rural,Rural,tap_in_home,600,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,260,0,"Contaminated: Chemical",7.16791,0
Hawassa,Rural,Rural,tap_in_home_broken,902,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,292,0,Clean,0.0819257,0.0000422514
Hawassa,Rural,Rural,tap_in_home,622,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2288,26,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,408,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,234,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,tap_in_home_broken,436,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,284,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,tap_in_home,984,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3646,240,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,692,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1062,100,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,834,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,650,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,946,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,968,93,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,418,53,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,668,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,264,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,well,360,0,"Contaminated: Chemical",8.47517,0
Hawassa,Rural,Rural,well,246,0,"Contaminated: Chemical",7.97307,0
Hawassa,Rural,Rural,tap_in_home,334,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,666,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,978,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,226,16,NULL,NULL,NULL
Hawassa,Rural,Rural,well,286,0,"Contaminated: Chemical",7.82104,0
Hawassa,Rural,Rural,well,296,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,shared_tap,488,17,NULL,NULL,NULL
Hawassa,Rural,Rural,well,350,0,"Contaminated: Chemical",2.74922,0
Hawassa,Rural,Rural,well,326,0,"Contaminated: Biological",0,4.32095
Hawassa,Rural,Rural,well,178,0,"Contaminated: Chemical",7.38586,0
Hawassa,Rural,Rural,well,350,0,"Contaminated: Chemical",3.97753,0
Hawassa,Rural,Rural,river,588,12,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,486,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,330,0,"Contaminated: Biological",0,495.898
Hawassa,Rural,Rural,tap_in_home_broken,512,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,340,0,Clean,0.0785068,0.0000845384
Hawassa,Rural,Rural,tap_in_home_broken,372,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3288,240,NULL,NULL,NULL
Hawassa,Rural,Rural,well,210,0,"Contaminated: Chemical",6.91542,0
Hawassa,Rural,Rural,tap_in_home_broken,530,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,612,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,374,0,"Contaminated: Biological",0,4.18963
Hawassa,Rural,Rural,well,256,0,"Contaminated: Biological",0,37.0288
Hawassa,Rural,Rural,tap_in_home,424,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1500,22,NULL,NULL,NULL
Hawassa,Rural,Rural,river,450,25,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1070,100,NULL,NULL,NULL
Hawassa,Rural,Rural,well,250,0,"Contaminated: Biological",0,318.664
Hawassa,Rural,Rural,well,352,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,well,340,0,"Contaminated: Biological",0,36.2548
Hawassa,Rural,Rural,tap_in_home_broken,980,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,564,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,364,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,368,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,well,182,0,"Contaminated: Chemical",6.59848,0
Hawassa,Rural,Rural,well,354,0,"Contaminated: Biological",0,13.2369
Hawassa,Rural,Rural,tap_in_home_broken,584,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,984,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2286,26,NULL,NULL,NULL
Hawassa,Rural,Rural,well,292,0,"Contaminated: Chemical",7.02377,0
Hawassa,Rural,Rural,well,270,0,"Contaminated: Chemical",7.30708,0
Hawassa,Rural,Rural,shared_tap,566,64,NULL,NULL,NULL
Hawassa,Rural,Rural,well,334,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,well,314,0,"Contaminated: Chemical",1.73847,0
Hawassa,Rural,Rural,well,274,0,"Contaminated: Chemical",6.72289,0
Hawassa,Rural,Rural,well,196,0,"Contaminated: Chemical",8.30937,0
Hawassa,Rural,Rural,well,180,0,"Contaminated: Chemical",4.02409,0
Hawassa,Rural,Rural,well,322,0,"Contaminated: Chemical",3.64177,0
Hawassa,Rural,Rural,tap_in_home_broken,344,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,366,0,Clean,0.0934063,0.00000713084
Hawassa,Rural,Rural,tap_in_home,698,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,482,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,208,0,"Contaminated: Biological",0,45.2941
Hawassa,Rural,Rural,well,274,0,"Contaminated: Chemical",2.4587,0
Hawassa,Rural,Rural,tap_in_home,666,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,398,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,602,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,264,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,shared_tap,3780,30,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2690,218,NULL,NULL,NULL
Hawassa,Rural,Rural,well,284,0,"Contaminated: Biological",0,43.9247
Hawassa,Rural,Rural,well,328,0,Clean,0.0532217,0.0000968528
Hawassa,Rural,Rural,tap_in_home,452,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,278,0,"Contaminated: Chemical",2.69548,0
Hawassa,Rural,Rural,tap_in_home,738,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,220,0,"Contaminated: Chemical",9.27428,0
Hawassa,Rural,Rural,tap_in_home_broken,784,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,192,0,"Contaminated: Chemical",3.38046,0
Hawassa,Rural,Rural,tap_in_home,610,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1120,20,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3300,30,NULL,NULL,NULL
Hawassa,Rural,Rural,well,294,0,"Contaminated: Chemical",3.0023,0
Hawassa,Rural,Rural,well,268,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,well,252,0,"Contaminated: Biological",0,96.6341
Hawassa,Rural,Rural,tap_in_home_broken,784,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,360,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,300,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,well,366,0,"Contaminated: Biological",0,48.6065
Hawassa,Rural,Rural,tap_in_home,994,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,306,0,"Contaminated: Chemical",9.77118,0
Hawassa,Rural,Rural,shared_tap,2240,26,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,516,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,916,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,252,0,"Contaminated: Chemical",2.48837,0
Hawassa,Rural,Rural,well,168,0,"Contaminated: Chemical",3.5006,0
Hawassa,Rural,Rural,well,396,0,"Contaminated: Biological",0,96.6341
Hawassa,Rural,Rural,tap_in_home,750,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,268,0,"Contaminated: Biological",0,182.88
Hawassa,Rural,Rural,tap_in_home,830,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,820,19,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,886,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,386,0,"Contaminated: Biological",0,96.6341
Hawassa,Rural,Rural,well,172,0,"Contaminated: Chemical",3.81095,0
Hawassa,Rural,Rural,tap_in_home,480,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2340,192,NULL,NULL,NULL
Hawassa,Rural,Rural,well,248,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,well,160,0,"Contaminated: Biological",0,318.664
Hawassa,Rural,Rural,well,250,0,"Contaminated: Biological",0,495.898
Hawassa,Rural,Rural,shared_tap,2102,25,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,330,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,358,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home,740,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,1082,101,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,638,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,266,0,"Contaminated: Biological",0,262.668
Hawassa,Rural,Rural,well,308,0,"Contaminated: Chemical",6.97812,0
Hawassa,Rural,Rural,well,176,0,"Contaminated: Biological",0,495.898
Hawassa,Rural,Rural,well,350,0,Clean,0.0922402,0.0000936131
Hawassa,Rural,Rural,well,260,0,"Contaminated: Chemical",1.61076,0
Hawassa,Rural,Rural,tap_in_home,396,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,180,0,"Contaminated: Chemical",9.21562,0
Hawassa,Rural,Rural,tap_in_home,864,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,272,0,"Contaminated: Biological",0,267.371
Hawassa,Rural,Rural,shared_tap,1796,24,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,484,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,386,0,Clean,0.0833774,0.0000313582
Hawassa,Rural,Rural,well,344,0,"Contaminated: Biological",0,485.162
Hawassa,Rural,Rural,tap_in_home,848,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,338,0,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,2702,218,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,880,19,NULL,NULL,NULL
Hawassa,Rural,Rural,well,268,0,"Contaminated: Chemical",8.4237,0
Hawassa,Rural,Rural,tap_in_home_broken,758,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,198,0,Clean,0.0785792,0.0000824619
Hawassa,Rural,Rural,shared_tap,594,18,NULL,NULL,NULL
Hawassa,Rural,Rural,well,366,0,"Contaminated: Chemical",1.6836,0
Hawassa,Rural,Rural,shared_tap,3062,30,NULL,NULL,NULL
Hawassa,Rural,Rural,well,374,0,"Contaminated: Chemical",6.02112,0
Hawassa,Rural,Rural,well,192,0,"Contaminated: Biological",0,318.664
Hawassa,Rural,Rural,well,254,0,"Contaminated: Chemical",6.91328,0
Hawassa,Rural,Rural,tap_in_home,890,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,224,0,"Contaminated: Chemical",1.90051,0
Hawassa,Rural,Rural,shared_tap,1632,23,NULL,NULL,NULL
Hawassa,Rural,Rural,well,300,0,"Contaminated: Biological",0,12.46
Hawassa,Rural,Rural,shared_tap,2726,220,NULL,NULL,NULL
Hawassa,Rural,Rural,well,220,0,"Contaminated: Chemical",6.48132,0
Hawassa,Rural,Rural,well,274,0,"Contaminated: Biological",0,96.6341
Hawassa,Rural,Rural,tap_in_home,964,0,NULL,NULL,NULL
Hawassa,Rural,Rural,tap_in_home_broken,674,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,346,0,Clean,0.0601307,0.0000742936
Hawassa,Rural,Rural,well,344,0,"Contaminated: Chemical",2.84894,0
Hawassa,Rural,Rural,tap_in_home_broken,338,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,324,0,"Contaminated: Chemical",5.44846,0
Hawassa,Rural,Rural,well,174,0,"Contaminated: Chemical",2.90479,0
Hawassa,Rural,Rural,tap_in_home_broken,900,0,NULL,NULL,NULL
Hawassa,Rural,Rural,well,276,0,"Contaminated: Biological",0,485.162
Hawassa,Rural,Rural,well,178,0,Clean,0.0367847,0.0000936602
Hawassa,Rural,Rural,shared_tap,3662,30,NULL,NULL,NULL
Hawassa,Rural,Rural,shared_tap,3024,240,NULL,NULL,NULL
