address,town_name,province_name,source_id,type_of_water_source,results
"23 Senghor Way",Rural,Amanzi,AmRu14071224,tap_in_home_broken,NULL
"11 Senghor Way",Rural,Amanzi,AmRu14072224,tap_in_home,NULL
"51 Senghor Way",Rural,Amanzi,AmRu14073224,river,NULL
"44 Senghor Way",Rural,Amanzi,AmRu14074224,tap_in_home_broken,NULL
"54 Senghor Way",Rural,Amanzi,AmRu14075224,shared_tap,NULL
"52 Senghor Way",Rural,Amanzi,AmRu14076224,tap_in_home,NULL
"17 Senghor Way",Rural,Amanzi,AmRu14077224,tap_in_home,NULL
"43 Senghor Way",Rural,Amanzi,AmRu14078224,tap_in_home_broken,NULL
"55 Senghor Way",Rural,Amanzi,AmRu14079224,tap_in_home,NULL
"4 Senghor Way",Rural,Amanzi,AmRu14080224,well,Clean
"60 Senghor Way",Rural,Amanzi,AmRu14081224,tap_in_home_broken,NULL
"39 Senghor Way",Rural,Amanzi,AmRu14082224,well,Clean
"29 Senghor Way",Rural,Amanzi,AmRu14083224,tap_in_home,NULL
"31 Senghor Way",Rural,Amanzi,AmRu14084224,river,NULL
"59 Senghor Way",Rural,Amanzi,AmRu14085224,tap_in_home_broken,NULL
"20 Senghor Way",Rural,Amanzi,AmRu14086224,shared_tap,NULL
"20 Senghor Way",Rural,Amanzi,AmRu14086224,shared_tap,NULL
"20 Senghor Way",Rural,Amanzi,AmRu14086224,shared_tap,NULL
"20 Senghor Way",Rural,Amanzi,AmRu14086224,shared_tap,NULL
"20 Senghor Way",Rural,Amanzi,AmRu14086224,shared_tap,NULL
"20 Senghor Way",Rural,Amanzi,AmRu14086224,shared_tap,NULL
"20 Senghor Way",Rural,Amanzi,AmRu14086224,shared_tap,NULL
"20 Senghor Way",Rural,Amanzi,AmRu14086224,shared_tap,NULL
"14 Senghor Way",Rural,Amanzi,AmRu14087224,tap_in_home,NULL
"5 Senghor Way",Rural,Amanzi,AmRu14088224,well,"Contaminated: Chemical"
"32 Senghor Way",Rural,Amanzi,AmRu14089224,shared_tap,NULL
"32 Senghor Way",Rural,Amanzi,AmRu14089224,shared_tap,NULL
"32 Senghor Way",Rural,Amanzi,AmRu14089224,shared_tap,NULL
"32 Senghor Way",Rural,Amanzi,AmRu14089224,shared_tap,NULL
"32 Senghor Way",Rural,Amanzi,AmRu14089224,shared_tap,NULL
"32 Senghor Way",Rural,Amanzi,AmRu14089224,shared_tap,NULL
"32 Senghor Way",Rural,Amanzi,AmRu14089224,shared_tap,NULL
"32 Senghor Way",Rural,Amanzi,AmRu14089224,shared_tap,NULL
"34 Senghor Way",Rural,Amanzi,AmRu14090224,tap_in_home_broken,NULL
"6 Senghor Way",Rural,Amanzi,AmRu14091224,well,Clean
"40 Senghor Way",Rural,Amanzi,AmRu14092224,shared_tap,NULL
"40 Senghor Way",Rural,Amanzi,AmRu14092224,shared_tap,NULL
"40 Senghor Way",Rural,Amanzi,AmRu14092224,shared_tap,NULL
"40 Senghor Way",Rural,Amanzi,AmRu14092224,shared_tap,NULL
"40 Senghor Way",Rural,Amanzi,AmRu14092224,shared_tap,NULL
"40 Senghor Way",Rural,Amanzi,AmRu14092224,shared_tap,NULL
"40 Senghor Way",Rural,Amanzi,AmRu14092224,shared_tap,NULL
"40 Senghor Way",Rural,Amanzi,AmRu14092224,shared_tap,NULL
"27 Senghor Way",Rural,Amanzi,AmRu14093224,well,"Contaminated: Chemical"
"18 Senghor Way",Rural,Amanzi,AmRu14094224,tap_in_home_broken,NULL
"36 Senghor Way",Rural,Amanzi,AmRu14095224,tap_in_home_broken,NULL
"12 Senghor Way",Rural,Amanzi,AmRu14096224,tap_in_home_broken,NULL
"28 Senghor Way",Rural,Amanzi,AmRu14097224,tap_in_home_broken,NULL
"9 Senghor Way",Rural,Amanzi,AmRu14098224,tap_in_home_broken,NULL
"48 Senghor Way",Rural,Amanzi,AmRu14099224,tap_in_home_broken,NULL
"3 Senghor Way",Rural,Amanzi,AmRu14100224,tap_in_home,NULL
"25 Senghor Way",Rural,Amanzi,AmRu14101224,tap_in_home_broken,NULL
"24 Senghor Way",Rural,Amanzi,AmRu14102224,tap_in_home_broken,NULL
"1 Senghor Way",Rural,Amanzi,AmRu14103224,tap_in_home_broken,NULL
"16 Senghor Way",Rural,Amanzi,AmRu14104224,tap_in_home,NULL
"56 Senghor Way",Rural,Amanzi,AmRu14105224,tap_in_home_broken,NULL
"10 Senghor Way",Rural,Amanzi,AmRu14106224,tap_in_home,NULL
"49 Senghor Way",Rural,Amanzi,AmRu14107224,tap_in_home_broken,NULL
"33 Senghor Way",Rural,Amanzi,AmRu14108224,river,NULL
"50 Senghor Way",Rural,Amanzi,AmRu14109224,shared_tap,NULL
"50 Senghor Way",Rural,Amanzi,AmRu14109224,shared_tap,NULL
"50 Senghor Way",Rural,Amanzi,AmRu14109224,shared_tap,NULL
"50 Senghor Way",Rural,Amanzi,AmRu14109224,shared_tap,NULL
"50 Senghor Way",Rural,Amanzi,AmRu14109224,shared_tap,NULL
"50 Senghor Way",Rural,Amanzi,AmRu14109224,shared_tap,NULL
"50 Senghor Way",Rural,Amanzi,AmRu14109224,shared_tap,NULL
"50 Senghor Way",Rural,Amanzi,AmRu14109224,shared_tap,NULL
"14 Zinjathropus Street",Rural,Amanzi,AmRu14110224,tap_in_home,NULL
"16 Zinjathropus Street",Rural,Amanzi,AmRu14111224,well,"Contaminated: Chemical"
"177 Zinjathropus Street",Rural,Amanzi,AmRu14112224,well,"Contaminated: Chemical"
"17 Zinjathropus Street",Rural,Amanzi,AmRu14113224,well,"Contaminated: Chemical"
"197 Zinjathropus Street",Rural,Amanzi,AmRu14114224,tap_in_home,NULL
"49 Zinjathropus Street",Rural,Amanzi,AmRu14115224,well,Clean
"18 Zinjathropus Street",Rural,Amanzi,AmRu14116224,tap_in_home_broken,NULL
"99 Zinjathropus Street",Rural,Amanzi,AmRu14117224,tap_in_home,NULL
"141 Zinjathropus Street",Rural,Amanzi,AmRu14118224,shared_tap,NULL
"141 Zinjathropus Street",Rural,Amanzi,AmRu14118224,shared_tap,NULL
"141 Zinjathropus Street",Rural,Amanzi,AmRu14118224,shared_tap,NULL
"141 Zinjathropus Street",Rural,Amanzi,AmRu14118224,shared_tap,NULL
"141 Zinjathropus Street",Rural,Amanzi,AmRu14118224,shared_tap,NULL
"141 Zinjathropus Street",Rural,Amanzi,AmRu14118224,shared_tap,NULL
"141 Zinjathropus Street",Rural,Amanzi,AmRu14118224,shared_tap,NULL
"141 Zinjathropus Street",Rural,Amanzi,AmRu14118224,shared_tap,NULL
"131 Zinjathropus Street",Rural,Amanzi,AmRu14119224,tap_in_home,NULL
"185 Zinjathropus Street",Rural,Amanzi,AmRu14120224,tap_in_home_broken,NULL
"121 Zinjathropus Street",Rural,Amanzi,AmRu14121224,tap_in_home,NULL
"78 Zinjathropus Street",Rural,Amanzi,AmRu14122224,tap_in_home,NULL
"198 Zinjathropus Street",Rural,Amanzi,AmRu14123224,tap_in_home_broken,NULL
"178 Zinjathropus Street",Rural,Amanzi,AmRu14124224,tap_in_home_broken,NULL
"54 Zinjathropus Street",Rural,Amanzi,AmRu14125224,tap_in_home_broken,NULL
"3 Zinjathropus Street",Rural,Amanzi,AmRu14126224,tap_in_home_broken,NULL
"66 Zinjathropus Street",Rural,Amanzi,AmRu14127224,well,Clean
"102 Zinjathropus Street",Rural,Amanzi,AmRu14128224,well,"Contaminated: Chemical"
"152 Zinjathropus Street",Rural,Amanzi,AmRu14129224,tap_in_home,NULL
"77 Zinjathropus Street",Rural,Amanzi,AmRu14130224,well,"Contaminated: Chemical"
"23 Zinjathropus Street",Rural,Amanzi,AmRu14131224,tap_in_home,NULL
"83 Zinjathropus Street",Rural,Amanzi,AmRu14132224,shared_tap,NULL
"33 Zinjathropus Street",Rural,Amanzi,AmRu14133224,well,"Contaminated: Chemical"
"52 Zinjathropus Street",Rural,Amanzi,AmRu14134224,shared_tap,NULL
"200 Zinjathropus Street",Rural,Amanzi,AmRu14135224,tap_in_home_broken,NULL
"87 Zinjathropus Street",Rural,Amanzi,AmRu14136224,tap_in_home,NULL
"150 Zinjathropus Street",Rural,Amanzi,AmRu14137224,tap_in_home_broken,NULL
"115 Zinjathropus Street",Rural,Amanzi,AmRu14138224,tap_in_home,NULL
"35 Zinjathropus Street",Rural,Amanzi,AmRu14139224,well,Clean
"162 Zinjathropus Street",Rural,Amanzi,AmRu14140224,tap_in_home_broken,NULL
"109 Zinjathropus Street",Rural,Amanzi,AmRu14141224,tap_in_home,NULL
"160 Zinjathropus Street",Rural,Amanzi,AmRu14142224,tap_in_home_broken,NULL
"134 Zinjathropus Street",Rural,Amanzi,AmRu14143224,well,"Contaminated: Chemical"
"103 Zinjathropus Street",Rural,Amanzi,AmRu14144224,tap_in_home_broken,NULL
"22 Zinjathropus Street",Rural,Amanzi,AmRu14145224,well,Clean
"80 Zinjathropus Street",Rural,Amanzi,AmRu14146224,tap_in_home_broken,NULL
"123 Zinjathropus Street",Rural,Amanzi,AmRu14147224,tap_in_home,NULL
"133 Zinjathropus Street",Rural,Amanzi,AmRu14148224,well,Clean
"25 Zinjathropus Street",Rural,Amanzi,AmRu14149224,tap_in_home_broken,NULL
"112 Zinjathropus Street",Rural,Amanzi,AmRu14150224,tap_in_home_broken,NULL
"98 Zinjathropus Street",Rural,Amanzi,AmRu14151224,well,Clean
"50 Zinjathropus Street",Rural,Amanzi,AmRu14152224,tap_in_home,NULL
"138 Zinjathropus Street",Rural,Amanzi,AmRu14153224,tap_in_home,NULL
"70 Zinjathropus Street",Rural,Amanzi,AmRu14154224,tap_in_home,NULL
"24 Zinjathropus Street",Rural,Amanzi,AmRu14155224,tap_in_home_broken,NULL
"144 Zinjathropus Street",Rural,Amanzi,AmRu14156224,tap_in_home_broken,NULL
"34 Zinjathropus Street",Rural,Amanzi,AmRu14157224,tap_in_home_broken,NULL
"142 Zinjathropus Street",Rural,Amanzi,AmRu14158224,well,Clean
"108 Zinjathropus Street",Rural,Amanzi,AmRu14159224,tap_in_home,NULL
"173 Zinjathropus Street",Rural,Amanzi,AmRu14160224,tap_in_home_broken,NULL
"167 Zinjathropus Street",Rural,Amanzi,AmRu14161224,tap_in_home,NULL
"118 Zinjathropus Street",Rural,Amanzi,AmRu14162224,tap_in_home_broken,NULL
"21 Zinjathropus Street",Rural,Amanzi,AmRu14163224,shared_tap,NULL
"186 Zinjathropus Street",Rural,Amanzi,AmRu14164224,tap_in_home,NULL
"126 Zinjathropus Street",Rural,Amanzi,AmRu14165224,tap_in_home,NULL
"29 Zinjathropus Street",Rural,Amanzi,AmRu14166224,tap_in_home,NULL
"165 Zinjathropus Street",Rural,Amanzi,AmRu14167224,river,NULL
"189 Zinjathropus Street",Rural,Amanzi,AmRu14168224,well,"Contaminated: Biological"
"57 Zinjathropus Street",Rural,Amanzi,AmRu14169224,shared_tap,NULL
"63 Zinjathropus Street",Rural,Amanzi,AmRu14170224,tap_in_home_broken,NULL
"136 Zinjathropus Street",Rural,Amanzi,AmRu14171224,tap_in_home,NULL
"146 Zinjathropus Street",Rural,Amanzi,AmRu14172224,shared_tap,NULL
"146 Zinjathropus Street",Rural,Amanzi,AmRu14172224,shared_tap,NULL
"146 Zinjathropus Street",Rural,Amanzi,AmRu14172224,shared_tap,NULL
"146 Zinjathropus Street",Rural,Amanzi,AmRu14172224,shared_tap,NULL
"146 Zinjathropus Street",Rural,Amanzi,AmRu14172224,shared_tap,NULL
"146 Zinjathropus Street",Rural,Amanzi,AmRu14172224,shared_tap,NULL
"146 Zinjathropus Street",Rural,Amanzi,AmRu14172224,shared_tap,NULL
"146 Zinjathropus Street",Rural,Amanzi,AmRu14172224,shared_tap,NULL
"122 Zinjathropus Street",Rural,Amanzi,AmRu14173224,well,"Contaminated: Chemical"
"61 Zinjathropus Street",Rural,Amanzi,AmRu14174224,tap_in_home,NULL
"158 Zinjathropus Street",Rural,Amanzi,AmRu14175224,tap_in_home,NULL
"10 Zinjathropus Street",Rural,Amanzi,AmRu14176224,tap_in_home,NULL
"157 Zinjathropus Street",Rural,Amanzi,AmRu14177224,shared_tap,NULL
"157 Zinjathropus Street",Rural,Amanzi,AmRu14177224,shared_tap,NULL
"157 Zinjathropus Street",Rural,Amanzi,AmRu14177224,shared_tap,NULL
"157 Zinjathropus Street",Rural,Amanzi,AmRu14177224,shared_tap,NULL
"157 Zinjathropus Street",Rural,Amanzi,AmRu14177224,shared_tap,NULL
"157 Zinjathropus Street",Rural,Amanzi,AmRu14177224,shared_tap,NULL
"157 Zinjathropus Street",Rural,Amanzi,AmRu14177224,shared_tap,NULL
"157 Zinjathropus Street",Rural,Amanzi,AmRu14177224,shared_tap,NULL
"135 Zinjathropus Street",Rural,Amanzi,AmRu14178224,well,"Contaminated: Chemical"
"31 Zinjathropus Street",Rural,Amanzi,AmRu14179224,tap_in_home,NULL
"89 Zinjathropus Street",Rural,Amanzi,AmRu14180224,tap_in_home,NULL
"40 Zinjathropus Street",Rural,Amanzi,AmRu14181224,tap_in_home_broken,NULL
"69 Zinjathropus Street",Rural,Amanzi,AmRu14182224,well,Clean
"196 Zinjathropus Street",Rural,Amanzi,AmRu14183224,shared_tap,NULL
"196 Zinjathropus Street",Rural,Amanzi,AmRu14183224,shared_tap,NULL
"196 Zinjathropus Street",Rural,Amanzi,AmRu14183224,shared_tap,NULL
"196 Zinjathropus Street",Rural,Amanzi,AmRu14183224,shared_tap,NULL
"196 Zinjathropus Street",Rural,Amanzi,AmRu14183224,shared_tap,NULL
"196 Zinjathropus Street",Rural,Amanzi,AmRu14183224,shared_tap,NULL
"196 Zinjathropus Street",Rural,Amanzi,AmRu14183224,shared_tap,NULL
"196 Zinjathropus Street",Rural,Amanzi,AmRu14183224,shared_tap,NULL
"88 Zinjathropus Street",Rural,Amanzi,AmRu14184224,tap_in_home_broken,NULL
"110 Zinjathropus Street",Rural,Amanzi,AmRu14185224,tap_in_home_broken,NULL
"164 Zinjathropus Street",Rural,Amanzi,AmRu14186224,shared_tap,NULL
"154 Zinjathropus Street",Rural,Amanzi,AmRu14187224,tap_in_home_broken,NULL
"97 Zinjathropus Street",Rural,Amanzi,AmRu14188224,tap_in_home_broken,NULL
"56 Zinjathropus Street",Rural,Amanzi,AmRu14189224,tap_in_home_broken,NULL
"120 Zinjathropus Street",Rural,Amanzi,AmRu14190224,well,"Contaminated: Chemical"
"181 Zinjathropus Street",Rural,Amanzi,AmRu14191224,tap_in_home_broken,NULL
"119 Zinjathropus Street",Rural,Amanzi,AmRu14192224,tap_in_home_broken,NULL
"147 Zinjathropus Street",Rural,Amanzi,AmRu14193224,tap_in_home,NULL
"129 Zinjathropus Street",Rural,Amanzi,AmRu14194224,tap_in_home,NULL
"116 Zinjathropus Street",Rural,Amanzi,AmRu14195224,well,"Contaminated: Biological"
"183 Zinjathropus Street",Rural,Amanzi,AmRu14196224,well,"Contaminated: Chemical"
"55 Zinjathropus Street",Rural,Amanzi,AmRu14197224,shared_tap,NULL
"55 Zinjathropus Street",Rural,Amanzi,AmRu14197224,shared_tap,NULL
"55 Zinjathropus Street",Rural,Amanzi,AmRu14197224,shared_tap,NULL
"55 Zinjathropus Street",Rural,Amanzi,AmRu14197224,shared_tap,NULL
"55 Zinjathropus Street",Rural,Amanzi,AmRu14197224,shared_tap,NULL
"55 Zinjathropus Street",Rural,Amanzi,AmRu14197224,shared_tap,NULL
"55 Zinjathropus Street",Rural,Amanzi,AmRu14197224,shared_tap,NULL
"55 Zinjathropus Street",Rural,Amanzi,AmRu14197224,shared_tap,NULL
"51 Zinjathropus Street",Rural,Amanzi,AmRu14198224,tap_in_home_broken,NULL
"140 Zinjathropus Street",Rural,Amanzi,AmRu14199224,tap_in_home_broken,NULL
"151 Zinjathropus Street",Rural,Amanzi,AmRu14200224,well,"Contaminated: Biological"
"124 Zinjathropus Street",Rural,Amanzi,AmRu14201224,well,"Contaminated: Chemical"
"76 Zinjathropus Street",Rural,Amanzi,AmRu14202224,tap_in_home,NULL
"195 Zinjathropus Street",Rural,Amanzi,AmRu14203224,well,"Contaminated: Biological"
"172 Zinjathropus Street",Rural,Amanzi,AmRu14204224,well,Clean
"13 Zinjathropus Street",Rural,Amanzi,AmRu14205224,well,"Contaminated: Chemical"
"175 Zinjathropus Street",Rural,Amanzi,AmRu14206224,tap_in_home,NULL
"148 Zinjathropus Street",Rural,Amanzi,AmRu14207224,well,"Contaminated: Biological"
"156 Zinjathropus Street",Rural,Amanzi,AmRu14208224,river,NULL
"171 Zinjathropus Street",Rural,Amanzi,AmRu14209224,tap_in_home,NULL
"163 Zinjathropus Street",Rural,Amanzi,AmRu14210224,tap_in_home,NULL
"149 Zinjathropus Street",Rural,Amanzi,AmRu14211224,tap_in_home,NULL
"68 Zinjathropus Street",Rural,Amanzi,AmRu14212224,well,"Contaminated: Chemical"
"105 Zinjathropus Street",Rural,Amanzi,AmRu14213224,tap_in_home_broken,NULL
"59 Zinjathropus Street",Rural,Amanzi,AmRu14214224,well,Clean
"91 Zinjathropus Street",Rural,Amanzi,AmRu14215224,tap_in_home,NULL
"42 Zinjathropus Street",Rural,Amanzi,AmRu14216224,well,"Contaminated: Chemical"
"137 Zinjathropus Street",Rural,Amanzi,AmRu14217224,well,Clean
"93 Zinjathropus Street",Rural,Amanzi,AmRu14218224,well,"Contaminated: Chemical"
"179 Zinjathropus Street",Rural,Amanzi,AmRu14219224,well,Clean
"187 Zinjathropus Street",Rural,Amanzi,AmRu14220224,well,Clean
"182 Zinjathropus Street",Rural,Amanzi,AmRu14221224,tap_in_home_broken,NULL
"7 Zinjathropus Street",Rural,Amanzi,AmRu14222224,well,"Contaminated: Chemical"
"127 Zinjathropus Street",Rural,Amanzi,AmRu14223224,well,"Contaminated: Biological"
"169 Zinjathropus Street",Rural,Amanzi,AmRu14224224,tap_in_home_broken,NULL
"2 Zinjathropus Street",Rural,Amanzi,AmRu14225224,well,"Contaminated: Chemical"
"11 Zinjathropus Street",Rural,Amanzi,AmRu14226224,tap_in_home_broken,NULL
"20 Zinjathropus Street",Rural,Amanzi,AmRu14227224,well,"Contaminated: Chemical"
"161 Zinjathropus Street",Rural,Amanzi,AmRu14228224,well,Clean
"4 Zinjathropus Street",Rural,Amanzi,AmRu14229224,tap_in_home,NULL
"19 Zinjathropus Street",Rural,Amanzi,AmRu14230224,well,"Contaminated: Chemical"
"174 Zinjathropus Street",Rural,Amanzi,AmRu14231224,tap_in_home,NULL
"53 Zinjathropus Street",Rural,Amanzi,AmRu14232224,shared_tap,NULL
"193 Zinjathropus Street",Rural,Amanzi,AmRu14233224,tap_in_home_broken,NULL
"96 Zinjathropus Street",Rural,Amanzi,AmRu14234224,tap_in_home,NULL
"74 Zinjathropus Street",Rural,Amanzi,AmRu14235224,tap_in_home,NULL
"125 Zinjathropus Street",Rural,Amanzi,AmRu14236224,tap_in_home_broken,NULL
"128 Zinjathropus Street",Rural,Amanzi,AmRu14237224,tap_in_home,NULL
"85 Zinjathropus Street",Rural,Amanzi,AmRu14238224,well,"Contaminated: Chemical"
"30 Zinjathropus Street",Rural,Amanzi,AmRu14239224,tap_in_home,NULL
"114 Zinjathropus Street",Rural,Amanzi,AmRu14240224,river,NULL
"27 Zinjathropus Street",Rural,Amanzi,AmRu14241224,tap_in_home_broken,NULL
"44 Zinjathropus Street",Rural,Amanzi,AmRu14242224,river,NULL
"32 Zinjathropus Street",Rural,Amanzi,AmRu14243224,tap_in_home,NULL
"168 Zinjathropus Street",Rural,Amanzi,AmRu14244224,tap_in_home_broken,NULL
"111 Zinjathropus Street",Rural,Amanzi,AmRu14245224,tap_in_home_broken,NULL
"113 Zinjathropus Street",Rural,Amanzi,AmRu14246224,well,"Contaminated: Chemical"
"45 Zinjathropus Street",Rural,Amanzi,AmRu14247224,shared_tap,NULL
"145 Zinjathropus Street",Rural,Amanzi,AmRu14248224,tap_in_home_broken,NULL
"64 Zinjathropus Street",Rural,Amanzi,AmRu14249224,well,"Contaminated: Chemical"
"41 Zinjathropus Street",Rural,Amanzi,AmRu14250224,shared_tap,NULL
"194 Zinjathropus Street",Rural,Amanzi,AmRu14251224,tap_in_home,NULL
"26 Zinjathropus Street",Rural,Amanzi,AmRu14252224,tap_in_home_broken,NULL
"143 Zinjathropus Street",Rural,Amanzi,AmRu14253224,tap_in_home_broken,NULL
"62 Zinjathropus Street",Rural,Amanzi,AmRu14254224,well,"Contaminated: Chemical"
"190 Zinjathropus Street",Rural,Amanzi,AmRu14255224,tap_in_home_broken,NULL
"8 Zinjathropus Street",Rural,Amanzi,AmRu14256224,tap_in_home,NULL
"100 Zinjathropus Street",Rural,Amanzi,AmRu14257224,well,"Contaminated: Chemical"
"39 Zinjathropus Street",Rural,Amanzi,AmRu14258224,tap_in_home,NULL
"65 Zinjathropus Street",Rural,Amanzi,AmRu14259224,tap_in_home,NULL
"73 Zinjathropus Street",Rural,Amanzi,AmRu14260224,well,"Contaminated: Chemical"
"90 Zinjathropus Street",Rural,Amanzi,AmRu14261224,shared_tap,NULL
"188 Zinjathropus Street",Rural,Amanzi,AmRu14262224,shared_tap,NULL
"188 Zinjathropus Street",Rural,Amanzi,AmRu14262224,shared_tap,NULL
"188 Zinjathropus Street",Rural,Amanzi,AmRu14262224,shared_tap,NULL
"188 Zinjathropus Street",Rural,Amanzi,AmRu14262224,shared_tap,NULL
"188 Zinjathropus Street",Rural,Amanzi,AmRu14262224,shared_tap,NULL
"188 Zinjathropus Street",Rural,Amanzi,AmRu14262224,shared_tap,NULL
"188 Zinjathropus Street",Rural,Amanzi,AmRu14262224,shared_tap,NULL
"188 Zinjathropus Street",Rural,Amanzi,AmRu14262224,shared_tap,NULL
"166 Zinjathropus Street",Rural,Amanzi,AmRu14263224,well,"Contaminated: Chemical"
"176 Zinjathropus Street",Rural,Amanzi,AmRu14264224,river,NULL
"75 Zinjathropus Street",Rural,Amanzi,AmRu14265224,tap_in_home_broken,NULL
"191 Zinjathropus Street",Rural,Amanzi,AmRu14266224,tap_in_home,NULL
"46 Zinjathropus Street",Rural,Amanzi,AmRu14267224,well,"Contaminated: Chemical"
"139 Zinjathropus Street",Rural,Amanzi,AmRu14268224,tap_in_home,NULL
"159 Zinjathropus Street",Rural,Amanzi,AmRu14269224,well,"Contaminated: Chemical"
"192 Zinjathropus Street",Rural,Amanzi,AmRu14270224,tap_in_home,NULL
"199 Zinjathropus Street",Rural,Amanzi,AmRu14271224,tap_in_home,NULL
"107 Zinjathropus Street",Rural,Amanzi,AmRu14272224,tap_in_home_broken,NULL
"180 Zinjathropus Street",Rural,Amanzi,AmRu14273224,tap_in_home_broken,NULL
"82 Zinjathropus Street",Rural,Amanzi,AmRu14274224,tap_in_home,NULL
"132 Zinjathropus Street",Rural,Amanzi,AmRu14275224,tap_in_home_broken,NULL
"117 Zinjathropus Street",Rural,Amanzi,AmRu14276224,well,"Contaminated: Chemical"
"37 Zinjathropus Street",Rural,Amanzi,AmRu14277224,tap_in_home,NULL
"15 Zinjathropus Street",Rural,Amanzi,AmRu14278224,tap_in_home_broken,NULL
"94 Zinjathropus Street",Rural,Amanzi,AmRu14279224,tap_in_home,NULL
"58 Zinjathropus Street",Rural,Amanzi,AmRu14280224,river,NULL
"104 Zinjathropus Street",Rural,Amanzi,AmRu14281224,well,Clean
"79 Zinjathropus Street",Rural,Amanzi,AmRu14282224,tap_in_home,NULL
"43 Zinjathropus Street",Rural,Amanzi,AmRu14283224,tap_in_home_broken,NULL
"67 Zinjathropus Street",Rural,Amanzi,AmRu14284224,well,"Contaminated: Chemical"
"12 Zinjathropus Street",Rural,Amanzi,AmRu14285224,well,Clean
"38 Zinjathropus Street",Rural,Amanzi,AmRu14286224,tap_in_home,NULL
"36 Zinjathropus Street",Rural,Amanzi,AmRu14287224,well,Clean
"48 Zinjathropus Street",Rural,Amanzi,AmRu14288224,tap_in_home_broken,NULL
"101 Zinjathropus Street",Rural,Amanzi,AmRu14289224,tap_in_home_broken,NULL
"155 Zinjathropus Street",Rural,Amanzi,AmRu14290224,well,"Contaminated: Chemical"
"71 Zinjathropus Street",Rural,Amanzi,AmRu14291224,shared_tap,NULL
"81 Zinjathropus Street",Rural,Amanzi,AmRu14292224,well,Clean
"5 Zinjathropus Street",Rural,Amanzi,AmRu14293224,shared_tap,NULL
"47 Zinjathropus Street",Rural,Amanzi,AmRu14294224,tap_in_home,NULL
"184 Zinjathropus Street",Rural,Amanzi,AmRu14295224,shared_tap,NULL
"184 Zinjathropus Street",Rural,Amanzi,AmRu14295224,shared_tap,NULL
"184 Zinjathropus Street",Rural,Amanzi,AmRu14295224,shared_tap,NULL
"184 Zinjathropus Street",Rural,Amanzi,AmRu14295224,shared_tap,NULL
"184 Zinjathropus Street",Rural,Amanzi,AmRu14295224,shared_tap,NULL
"184 Zinjathropus Street",Rural,Amanzi,AmRu14295224,shared_tap,NULL
"184 Zinjathropus Street",Rural,Amanzi,AmRu14295224,shared_tap,NULL
"184 Zinjathropus Street",Rural,Amanzi,AmRu14295224,shared_tap,NULL
"153 Zinjathropus Street",Rural,Amanzi,AmRu14296224,tap_in_home_broken,NULL
"9 Zinjathropus Street",Rural,Amanzi,AmRu14297224,tap_in_home,NULL
"28 Zinjathropus Street",Rural,Amanzi,AmRu14298224,tap_in_home,NULL
"130 Zinjathropus Street",Rural,Amanzi,AmRu14299224,tap_in_home,NULL
"1 Zinjathropus Street",Rural,Amanzi,AmRu14300224,tap_in_home,NULL
"86 Zinjathropus Street",Rural,Amanzi,AmRu14301224,tap_in_home,NULL
"60 Zinjathropus Street",Rural,Amanzi,AmRu14302224,tap_in_home_broken,NULL
"6 Zinjathropus Street",Rural,Amanzi,AmRu14303224,tap_in_home_broken,NULL
"170 Zinjathropus Street",Rural,Amanzi,AmRu14304224,shared_tap,NULL
"106 Zinjathropus Street",Rural,Amanzi,AmRu14305224,well,Clean
"92 Zinjathropus Street",Rural,Amanzi,AmRu14306224,tap_in_home_broken,NULL
"84 Zinjathropus Street",Rural,Amanzi,AmRu14307224,tap_in_home,NULL
"72 Zinjathropus Street",Rural,Amanzi,AmRu14308224,well,Clean
"95 Zinjathropus Street",Rural,Amanzi,AmRu14309224,tap_in_home_broken,NULL
"37 Julius Nyerere Drive",Rural,Amanzi,AmRu14310224,tap_in_home,NULL
"10 Julius Nyerere Drive",Rural,Amanzi,AmRu14311224,well,Clean
"2 Julius Nyerere Drive",Rural,Amanzi,AmRu14312224,well,"Contaminated: Biological"
"40 Julius Nyerere Drive",Rural,Amanzi,AmRu14313224,shared_tap,NULL
"40 Julius Nyerere Drive",Rural,Amanzi,AmRu14313224,shared_tap,NULL
"40 Julius Nyerere Drive",Rural,Amanzi,AmRu14313224,shared_tap,NULL
"40 Julius Nyerere Drive",Rural,Amanzi,AmRu14313224,shared_tap,NULL
"40 Julius Nyerere Drive",Rural,Amanzi,AmRu14313224,shared_tap,NULL
"40 Julius Nyerere Drive",Rural,Amanzi,AmRu14313224,shared_tap,NULL
"40 Julius Nyerere Drive",Rural,Amanzi,AmRu14313224,shared_tap,NULL
"40 Julius Nyerere Drive",Rural,Amanzi,AmRu14313224,shared_tap,NULL
"12 Julius Nyerere Drive",Rural,Amanzi,AmRu14314224,tap_in_home,NULL
"33 Julius Nyerere Drive",Rural,Amanzi,AmRu14315224,well,"Contaminated: Chemical"
"15 Julius Nyerere Drive",Rural,Amanzi,AmRu14316224,well,Clean
"8 Julius Nyerere Drive",Rural,Amanzi,AmRu14317224,well,"Contaminated: Chemical"
"7 Julius Nyerere Drive",Rural,Amanzi,AmRu14318224,tap_in_home,NULL
"6 Julius Nyerere Drive",Rural,Amanzi,AmRu14319224,well,Clean
"20 Julius Nyerere Drive",Rural,Amanzi,AmRu14320224,well,"Contaminated: Chemical"
