Project_id,source_id,Address,Town,Province,Source_type,Improvement,Source_status,Date_of_completion,Comments
14670,AkRu06504224,"186 Popo Kamuzu Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14671,SoMa34019224,"153 Yaya Touré Lane",Majengo,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
14672,AmRu15301224,"170 Mawimbi Maji Street",Rural,Amanzi,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
14673,AkRu08691224,"36 Niger Drive",Rural,Akatsi,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
14674,KiHa22729224,"198 Tripoli Street",Harare,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14675,SoRu36873224,"198 Ellen Johnson Sirleaf Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14676,AmRu14406224,"13 Leakey Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14677,HaZa21817224,"19 Jomo Kenyatta Avenue",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
14678,AkRu03421224,"50 Onyx Drive",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14679,KiRu28374224,"48 Twiga Kagame Avenue",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14680,HaRu19317224,"155 Kiboko Nkrumah Lane",Rural,Hawassa,river,"Drill well",Backlog,NULL,NULL
14681,KiRu29607224,"186 Bahari Nyeupe Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14682,AmRu15719224,"20 Franco Luambo Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14683,AkRu03959224,"42 Haile Selassie Avenue",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14684,AmPw12380224,"75 Jengo Street",Pwani,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14685,AkRu06866224,"193 Fisi Nkrumah Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14686,AkRu07097224,"169 Simba Tutu Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14687,SoMa34411224,"7 Drogba Drive",Marang,Sokoto,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
14688,SoIl32415224,"80 Sfax Street",Ilanga,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14689,KiRu30143224,"3 Burna Boy Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14690,AkRu08223224,"10 Freedom Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14691,AkKi01256224,"51 Ziwa Nyeusi Street",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14692,KiHa22691224,"159 Tripoli Street",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14693,AkRu07181224,"184 Simba Tutu Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14694,HaZa21669224,"74 Kampala Road",Zanzibar,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14695,AkRu07983224,"97 Maji Mema Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14696,AmRu15602224,"16 Scatterlings Avenue",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
14697,KiRu28330224,"67 Kipepeo Johnson Street",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14698,KiRu28909224,"97 Ziwa La Kioo Road",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14699,AkRu05142224,"58 Luanda Boulevard",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14700,AkKi01444224,"11 Zambezi Street",Kintampo,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14701,HaRu19834224,"69 Chanzo Cha Furaha Road",Rural,Hawassa,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14702,AkRu06885224,"47 Fisi Nkrumah Street",Rural,Akatsi,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
14703,AmAm09879224,"187 Afro Jazz Street",Amina,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
14704,HaAm16224224,"147 Kifaru Lumumba Road",Amina,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14705,HaRu19733224,"1 Mlima Tazama Avenue",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
14706,SoMa33843224,"112 Cissé Road",Majengo,Sokoto,river,"Drill well",Backlog,NULL,NULL
14707,HaRu18604224,"72 Kano Street",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
14708,KiRu28618224,"29 Ndege Khama Drive",Rural,Kilimani,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
14709,AkRu08660224,"69 Waka Waka Avenue",Rural,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14710,AkHa00568224,"75 Yvonne Chaka Street",Harare,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14711,KiMr24748224,"37 Ziwa La Amani Drive",Mrembo,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14712,SoRu38763224,"196 Mto Wa Ukarimu Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14713,HaRu17394224,"14 Rhodes Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14714,KiRu25796224,"125 Acacia Lane",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14715,KiRu28977224,"69 Njia Ya Maji Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14716,HaRu19479224,"45 Mnyama Dangote Road",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14717,AkRu06952224,"178 Fisi Nkrumah Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14718,SoRu37912224,"132 Paka Dangote Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14719,SoRu37072224,"153 Nelson Mandela Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
14720,SoIl32446224,"59 Sfax Street",Ilanga,Sokoto,river,"Drill well",Backlog,NULL,NULL
14721,AkRu03166224,"25 Kigali Place",Rural,Akatsi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14722,AmRu14455224,"24 Jomo Kenyatta Boulevard",Rural,Amanzi,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
14723,KiMr24399224,"63 Okocha Street",Mrembo,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14724,KiMr25187224,"133 Afrobeats Street",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14725,HaRu20183224,"33 Mawimbi Makuu Drive",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14726,AkRu07495224,"54 Bahari Ya Kunata Avenue",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14727,KiHa22638224,"196 Tripoli Street",Harare,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14728,HaAm16138224,"41 Kifaru Lumumba Road",Amina,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14729,AkRu04067224,"133 Victoria Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14730,SoCh32076224,"88 Lusaka Road",Cheche,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14731,AkRu03276224,"167 Savanna Street",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14732,KiHa22869224,"15 Dar es Salaam Drive",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14733,KiMr24439224,"114 Okocha Street",Mrembo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14734,KiRu27192224,"122 Maseru Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14735,SoBa31706224,"121 Chura Usman Street",Bahari,Sokoto,river,"Drill well",Backlog,NULL,NULL
14736,AkRu08812224,"28 Ladysmith Black Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14737,HaRu19078224,"198 Winnie Mandela Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14738,AmRu14806224,"149 Nyama Choma Street",Rural,Amanzi,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
14739,AkKi00990224,"102 Tunis Street",Kintampo,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14740,KiAm22593224,"140 Bahari Ya Upendo Road",Amara,Kilimani,river,"Drill well",Backlog,NULL,NULL
14741,AmAs10656224,"58 Nadi Kijani Lane",Asmara,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
14742,SoMa34133224,"4 Mawimbi Mafupi Drive",Majengo,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
14743,HaRu18075224,"36 Bamenda Boulevard",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14744,AkRu06330224,"123 Punda Kagame Street",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14745,HaDe16476224,"98 Ndege Tambo Road",Deka,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
14746,KiRu27577224,"17 Amanpour Avenue",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
14747,SoRu35574224,"110 Monrovia Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14748,HaRu18380224,"4 Harare Avenue",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14749,AkLu02441224,"54 Maji Matulivu Avenue",Lusaka,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14750,KiRu27745224,"181 Desmond Tutu Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14751,AkRu07749224,"88 Ukingo Wa Mto Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14752,SoRu37796224,"52 Kuku Kenyatta Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14753,SoRu34688224,"79 Simba Road",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14754,AmPw12326224,"192 Jengo Street",Pwani,Amanzi,river,"Drill well",Backlog,NULL,NULL
14755,SoMa33899224,"40 Cissé Road",Majengo,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14756,AmBe11193224,"27 Mbuzi Mbeki Street",Bello,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
14757,SoRu38822224,"50 Cape Town Avenue",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14758,HaRu19446224,"121 Mnyama Dangote Road",Rural,Hawassa,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14759,KiRu28588224,"46 Ndege Khama Drive",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14760,KiRu26942224,"191 Zanzibar Street",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14761,HaRu17407224,"30 Rhodes Street",Rural,Hawassa,river,"Drill well",Backlog,NULL,NULL
14762,SoRu35138224,"1 Zamalek Parkway",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14763,AkRu03763224,"75 Lumumba Street",Rural,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14764,SoRu38422224,"60 Pwani Ya Joto Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14765,KiRu26615224,"66 Gaborone Avenue",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14766,SoCh32264224,"6 Mali Avenue",Cheche,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14767,AkRu06376224,"37 Punda Kagame Street",Rural,Akatsi,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
14768,AkRu08418224,"5 African Skies Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14769,AkRu08229224,"36 Freedom Road",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14770,AkRu05130224,"27 Luanda Boulevard",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14771,AmAb09293224,"19 N'dour Avenue",Abidjan,Amanzi,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
14772,KiIs23612224,"95 Langata Road",Isiqalo,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14773,SoBa31892224,"19 Chura Usman Street",Bahari,Sokoto,river,"Drill well",Backlog,NULL,NULL
14774,SoRu36083224,"32 Niamey Drive",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14775,KiMr24333224,"56 Pretoria Avenue",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14776,AmRu14365224,"63 Leakey Avenue",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
14777,AmAs10285224,"186 Eto'o Street",Asmara,Amanzi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14778,KiRu26491224,"22 Alexandria Avenue",Rural,Kilimani,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
14779,AkRu06412224,"163 Punda Kagame Street",Rural,Akatsi,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
14780,KiAm22579224,"59 Bahari Ya Upendo Road",Amara,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14781,HaRu20069224,"83 Milima Kali Street",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14782,SoRu35034224,"5 Fennec Way",Rural,Sokoto,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14783,SoRu35593224,"72 Monrovia Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14784,KiRu28720224,"10 Bahari Nzuri Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
14785,SoRu39466224,"169 Angelique Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14786,SoRu39111224,"88 Youssou N'Dour Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14787,KiHa23432224,"24 Ladysmith Drive",Harare,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14788,SoRu36219224,"55 Casablanca Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14789,KiRu25338224,"58 Mwanza Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14790,KiRu29434224,"128 Bahari Nyeupe Street",Rural,Kilimani,shared_tap,"Install 7 taps nearby",Backlog,NULL,NULL
14791,SoIl32970224,"189 Cape Verde Street",Ilanga,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14792,SoMa33960224,"64 Yaya Touré Lane",Majengo,Sokoto,river,"Drill well",Backlog,NULL,NULL
14793,AmAm09443224,"10 Accra Avenue",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14794,HaRu20644224,"12 Gbenga Adeyinka Street",Rural,Hawassa,river,"Drill well",Backlog,NULL,NULL
14795,SoRu37452224,"52 Soko Soyinka Road",Rural,Sokoto,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
14796,KiRu29863224,"41 Soweto Blues Boulevard",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14797,AkKi00864224,"111 Tunis Street",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14798,KiRu27795224,"62 Desmond Tutu Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14799,HaRu19346224,"70 Kiboko Nkrumah Lane",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14800,KiHa23466224,"40 Ladysmith Drive",Harare,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14801,SoRu34823224,"52 Amani Loop",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14802,SoRu36774224,"52 Kamuzu Banda Road",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14803,SoRu36812224,"146 Kamuzu Banda Road",Rural,Sokoto,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14804,KiMr24791224,"103 Mlima Wa Matumaini Street",Mrembo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14805,SoRu39316224,"40 Isicathamiya Avenue",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14806,KiRu28599224,"3 Ndege Khama Drive",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14807,AkRu06869224,"200 Fisi Nkrumah Street",Rural,Akatsi,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
14808,SoRu39448224,"30 Amadou & Mariam Avenue",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
14809,SoRu39520224,"31 Angelique Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14810,SoMa34470224,"58 Usman dan Fodio Way",Marang,Sokoto,river,"Drill well",Backlog,NULL,NULL
14811,SoRu36739224,"53 Kamuzu Banda Road",Rural,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14812,AmRu14189224,"56 Zinjathropus Street",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14813,KiRu26093224,"102 Nyerere Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14814,AmAm09983224,"88 Afro Jazz Street",Amina,Amanzi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14815,SoRu39648224,"9 Angelique Street",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14816,HaZa21874224,"2 Miriam Makeba Drive",Zanzibar,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
14817,AkRu08183224,"139 Pwani Ya Utukufu Road",Rural,Akatsi,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
14818,SoRu37702224,"9 Tausi Lumumba Avenue",Rural,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14819,KiZu30934224,"168 Yaounde Street",Zuri,Kilimani,shared_tap,"Install 4 taps nearby",Backlog,NULL,NULL
14820,SoRu34646224,"73 Simba Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14821,SoRu35026224,"13 Fennec Way",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14822,SoBa31660224,"38 Kwame Nkrumah Street",Bahari,Sokoto,river,"Drill well",Backlog,NULL,NULL
14823,HaAm16029224,"14 Garang Street",Amina,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14824,HaRu19665224,"39 Mamba Biko Drive",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14825,HaRu18350224,"60 Bamako Avenue",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14826,AmAm09475224,"4 Lumumba Lane",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14827,SoRu36024224,"127 Seychelles Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14828,KiRu26091224,"5 Nyerere Road",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14829,AmRu15385224,"18 Ziwa La Machweo Avenue",Rural,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14830,KiRu27063224,"47 Ouagadougou Way",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14831,SoMa34064224,"92 Yaya Touré Lane",Majengo,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
14832,SoRu37183224,"168 Nelson Mandela Street",Rural,Sokoto,well,"Install UV and RO filter",Backlog,NULL,NULL
14833,KiRu26323224,"104 Kimathi Street",Rural,Kilimani,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14834,AmBe11033224,"134 Achebe Street",Bello,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14835,AkRu05859224,"48 Mbeki Street",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14836,AkRu05208224,"77 Kenyatta Street",Rural,Akatsi,shared_tap,"Install 8 taps nearby",Backlog,NULL,NULL
14837,KiRu28325224,"26 Kipepeo Johnson Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14838,AkRu07460224,"24 Bahari Ya Kunata Avenue",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14839,AkHa00409224,"161 Oliver Tambo Street",Harare,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14840,KiMr24461224,"93 Okocha Street",Mrembo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14841,SoRu39307224,"11 Shakira Drive",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14842,AmRu14111224,"16 Zinjathropus Street",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
14843,AmPw12559224,"47 Lagos Street",Pwani,Amanzi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14844,AkLu02476224,"8 Ziwa La Kipepeo Drive",Lusaka,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14845,AmRu14885224,"28 Achebe Kifaru Drive",Rural,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
14846,AkRu07552224,"118 Mto Wa Furaha Road",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14847,AkKi00969224,"72 Tunis Street",Kintampo,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14848,HaRu19890224,"40 Chanzo Cha Furaha Road",Rural,Hawassa,well,"Install UV and RO filter",Backlog,NULL,NULL
14849,KiRu26237224,"31 Kimathi Street",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14850,AkRu07415224,"161 Ukingo Wa Jua Street",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
14851,AmDa11977224,"27 Nyoka Achebe Street",Dahabu,Amanzi,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
14852,KiRu26364224,"81 Kimathi Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
14853,HaRu19841224,"93 Chanzo Cha Furaha Road",Rural,Hawassa,river,"Drill well",Backlog,NULL,NULL
14854,SoRu37608224,"43 Panya Zinjathropus Avenue",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14855,AmRu12798224,"20 Kilimanjaro Drive",Rural,Amanzi,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14856,SoRu35570224,"3 Monrovia Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14857,AmAm09938224,"5 Afro Jazz Street",Amina,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14858,SoRu35086224,"25 Lusaka Circle",Rural,Sokoto,shared_tap,"Install 6 taps nearby",Backlog,NULL,NULL
14859,AmRu15517224,"11 Jerusalema Lane",Rural,Amanzi,well,"Install UV and RO filter",Backlog,NULL,NULL
14860,AmAm09595224,"160 Lumumba Lane",Amina,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
14861,KiAm22576224,"17 Bahari Ya Upendo Road",Amara,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14862,AkRu05226224,"116 Kenyatta Street",Rural,Akatsi,river,"Drill well",Backlog,NULL,NULL
14863,AmDa11996224,"193 Nyoka Achebe Street",Dahabu,Amanzi,well,"Install RO filter",Backlog,NULL,NULL
14864,KiMr24890224,"135 Mlima Wa Matumaini Street",Mrembo,Kilimani,river,"Drill well",Backlog,NULL,NULL
14865,KiRu30357224,"75 Kinshasa Road",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
14866,SoRu37941224,"98 Paka Dangote Street",Rural,Sokoto,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14867,KiAm22024224,"113 Lome Street",Amara,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14868,KiRu26992224,"190 Zanzibar Street",Rural,Kilimani,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14869,AmAs10081224,"87 Tembo Road",Asmara,Amanzi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14870,KiRu30536224,"181 Sahara Street",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14871,HaRu17236224,"1 Savannah Grove",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14872,KiRu27185224,"142 Maseru Road",Rural,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14873,AkRu06074224,"46 Simba Road",Rural,Akatsi,well,"Install RO filter",Backlog,NULL,NULL
14874,SoRu36038224,"55 Seychelles Street",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14875,KiRu28302224,"3 Kipepeo Johnson Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
14876,AkRu03968224,"22 Moi Avenue",Rural,Akatsi,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
14877,SoKo33508224,"70 Mlima Wa Hekima Street",Kofi,Sokoto,well,"Install RO filter",Backlog,NULL,NULL
14878,KiRu26973224,"181 Zanzibar Street",Rural,Kilimani,river,"Drill well",Backlog,NULL,NULL
14879,KiHa23446224,"19 Ladysmith Drive",Harare,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14880,HaRu18750224,"49 Amin Road",Rural,Hawassa,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14881,KiRu29168224,"37 Mto Wa Raha Drive",Rural,Kilimani,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14882,AkRu04679224,"30 Windhoek Way",Rural,Akatsi,shared_tap,"Install 3 taps nearby",Backlog,NULL,NULL
14883,HaRu18473224,"33 Kano Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14884,KiIs24150224,"52 Kiboko Senghor Road",Isiqalo,Kilimani,well,"Install UV and RO filter",Backlog,NULL,NULL
14885,KiIs23900224,"115 Farasi Makeba Street",Isiqalo,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14886,AkRu06701224,"36 Mbuni Nyerere Avenue",Rural,Akatsi,tap_in_home_broken,"Diagnose local infrastructure",Backlog,NULL,NULL
14887,HaRu18090224,"22 Bamenda Boulevard",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14888,SoRu37460224,"63 Soko Soyinka Road",Rural,Sokoto,river,"Drill well",Backlog,NULL,NULL
14889,KiRu27339224,"8 Kaduna Road",Rural,Kilimani,well,"Install RO filter",Backlog,NULL,NULL
14890,HaRu20407224,"163 Johnny Street",Rural,Hawassa,well,"Install RO filter",Backlog,NULL,NULL
14891,HaRu19617224,"28 Mto Mandela Avenue",Rural,Hawassa,shared_tap,"Install 2 taps nearby",Backlog,NULL,NULL
14892,AkRu05656224,"16 Ramaphosa Road",Rural,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
14893,SoRu36269224,"142 Casablanca Road",Rural,Sokoto,shared_tap,"Install 5 taps nearby",Backlog,NULL,NULL
14894,SoIl32629224,"21 Pwani Mchangani Road",Ilanga,Sokoto,shared_tap,"Install 1 taps nearby",Backlog,NULL,NULL
14895,AkHa00187224,"13 Abyei Avenue",Harare,Akatsi,well,"Install UV and RO filter",Backlog,NULL,NULL
