address,town_name,province_name,source_id,type_of_water_source,results,Improvement
"198 Kumasi Street",Lusaka,Akatsi,AkLu01959224,well,"Contaminated: Chemical","Install RO filter"
"116 Yaounde Street",Zuri,Kilimani,KiZu30982224,shared_tap,NULL,NULL
"92 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20502224,shared_tap,NULL,NULL
"14 Kigali Drive",Abidjan,Amanzi,AmAb09120224,shared_tap,NULL,NULL
"137 Antananarivo Road",Rural,Akatsi,AkRu04508224,well,"Contaminated: Biological","Install UV and RO filter"
"79 Popo Kamuzu Street",Rural,Akatsi,AkRu06613224,well,"Contaminated: Chemical","Install RO filter"
"142 N'Djamena Road",Rural,Kilimani,KiRu26727224,well,"Contaminated: Biological","Install UV and RO filter"
"8 Ukingo Wa Jua Street",Rural,Akatsi,AkRu07350224,well,"Contaminated: Chemical","Install RO filter"
"48 Soyinka Boulevard",Rural,Kilimani,KiRu27485224,well,"Contaminated: Chemical","Install RO filter"
"33 Bujumbura Street",Harare,Kilimani,KiHa22953224,well,"Contaminated: Biological","Install UV and RO filter"
"163 Kumasi Street",Lusaka,Akatsi,AkLu02044224,river,NULL,"Drill well"
"78 Popo Kamuzu Street",Rural,Akatsi,AkRu06499224,well,"Contaminated: Chemical","Install RO filter"
"153 Maji Mema Street",Rural,Akatsi,AkRu07828224,well,"Contaminated: Chemical","Install RO filter"
"7 Jomo Kenyatta Avenue",Zanzibar,Hawassa,HaZa21831224,well,"Contaminated: Biological","Install UV and RO filter"
"93 Mnyama Dangote Road",Rural,Hawassa,HaRu19554224,shared_tap,NULL,NULL
"52 Oliver Tambo Street",Harare,Akatsi,AkHa00373224,shared_tap,NULL,NULL
"90 Savanna Street",Rural,Akatsi,AkRu03311224,tap_in_home_broken,NULL,NULL
"66 Mbuni Soyinka Avenue",Rural,Amanzi,AmRu15011224,well,"Contaminated: Chemical","Install RO filter"
"188 Bahari Nyeupe Street",Rural,Kilimani,KiRu29517224,shared_tap,NULL,NULL
"18 Tembo Mandela Road",Rural,Akatsi,AkRu06262224,well,"Contaminated: Biological","Install UV and RO filter"
"96 Nelson Mandela Street",Rural,Sokoto,SoRu37098224,well,"Contaminated: Chemical","Install RO filter"
"70 Zuma Avenue",Rural,Hawassa,HaRu18893224,well,"Contaminated: Chemical","Install RO filter"
"38 N'dour Avenue",Abidjan,Amanzi,AmAb09284224,well,"Contaminated: Chemical","Install RO filter"
"18 Cape Coast Road",Isiqalo,Kilimani,KiIs23807224,tap_in_home_broken,NULL,NULL
"17 Harare Drive",Rural,Kilimani,KiRu26429224,well,"Contaminated: Chemical","Install RO filter"
"3 Johnny Street",Rural,Hawassa,HaRu20459224,tap_in_home_broken,NULL,NULL
"33 Lome Street",Amara,Kilimani,KiAm22020224,river,NULL,"Drill well"
"35 Nairobi Drive",Djenne,Hawassa,HaDj16829224,well,"Contaminated: Biological","Install UV and RO filter"
"40 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38608224,river,NULL,"Drill well"
"43 Sahara Street",Rural,Kilimani,KiRu30516224,river,NULL,"Drill well"
"47 Leakey Avenue",Rural,Amanzi,AmRu14412224,tap_in_home_broken,NULL,NULL
"90 Yvonne Chaka Street",Harare,Akatsi,AkHa00724224,shared_tap,NULL,NULL
"120 Lumumba Lane",Amina,Amanzi,AmAm09566224,tap_in_home_broken,NULL,NULL
"113 Bahari Ya Faraja Road",Rural,Kilimani,KiRu29266224,well,"Contaminated: Biological","Install UV and RO filter"
"28 Zambezi Drive",Rural,Kilimani,KiRu26029224,well,"Contaminated: Chemical","Install RO filter"
"112 Amin Road",Rural,Hawassa,HaRu18754224,well,"Contaminated: Biological","Install UV and RO filter"
"88 Simba Road",Rural,Sokoto,SoRu34655224,shared_tap,NULL,NULL
"35 Thomas Mapfumo Road",Marang,Sokoto,SoMa34633224,tap_in_home_broken,NULL,NULL
"48 Special Star Road",Rural,Kilimani,KiRu29893224,well,"Contaminated: Biological","Install UV and RO filter"
"48 Isicathamiya Avenue",Rural,Sokoto,SoRu39338224,well,"Contaminated: Chemical","Install RO filter"
"56 Nairobi Boulevard",Rural,Amanzi,AmRu12858224,tap_in_home_broken,NULL,NULL
"28 Samora Machel Road",Harare,Kilimani,KiHa23403224,well,"Contaminated: Biological","Install UV and RO filter"
"95 Ukingo Wa Jua Street",Rural,Akatsi,AkRu07310224,tap_in_home_broken,NULL,NULL
"79 Kano Street",Rural,Hawassa,HaRu18589224,shared_tap,NULL,NULL
"19 Harare Avenue",Rural,Hawassa,HaRu18410224,well,"Contaminated: Chemical","Install RO filter"
"107 Yaya Touré Lane",Majengo,Sokoto,SoMa34079224,well,"Contaminated: Chemical","Install RO filter"
"28 Ouagadougou Way",Rural,Kilimani,KiRu27094224,well,"Contaminated: Chemical","Install RO filter"
"71 Cape Coast Road",Isiqalo,Kilimani,KiIs23725224,well,"Contaminated: Biological","Install UV and RO filter"
"11 Cissé Road",Majengo,Sokoto,SoMa33905224,river,NULL,"Drill well"
"3 Port Harcourt Boulevard",Kintampo,Akatsi,AkKi00857224,tap_in_home_broken,NULL,NULL
"35 Accra Avenue",Amina,Amanzi,AmAm09444224,tap_in_home_broken,NULL,NULL
"159 Ziwa Nyeusi Street",Kintampo,Akatsi,AkKi01302224,tap_in_home_broken,NULL,NULL
"50 Durban Road",Djenne,Hawassa,HaDj16674224,well,"Contaminated: Biological","Install UV and RO filter"
"181 Ziwa Nyeusi Street",Kintampo,Akatsi,AkKi01284224,well,"Contaminated: Chemical","Install RO filter"
"58 Rabat Avenue",Rural,Sokoto,SoRu36181224,shared_tap,NULL,NULL
"28 Cape Verde Street",Ilanga,Sokoto,SoIl32952224,river,NULL,"Drill well"
"21 Kenyatta Avenue",Rural,Sokoto,SoRu35182224,well,"Contaminated: Biological","Install UV and RO filter"
"188 Ladysmith Black Street",Rural,Akatsi,AkRu08930224,well,"Contaminated: Chemical","Install RO filter"
"5 Niamey Drive",Rural,Sokoto,SoRu36081224,shared_tap,NULL,NULL
"11 Mto Wa Maji Avenue",Zuri,Kilimani,KiZu31369224,tap_in_home_broken,NULL,NULL
"20 Nguvu Tutu Street",Amara,Kilimani,KiAm22246224,well,"Contaminated: Chemical","Install RO filter"
"165 Zinjathropus Street",Rural,Amanzi,AmRu14167224,river,NULL,"Drill well"
"128 Ramaphosa Road",Rural,Akatsi,AkRu05688224,well,"Contaminated: Chemical","Install RO filter"
"9 Special Star Road",Rural,Kilimani,KiRu29952224,well,"Contaminated: Chemical","Install RO filter"
"48 Ndovu Avenue",Rural,Sokoto,SoRu34881224,shared_tap,NULL,NULL
"174 Bujumbura Street",Harare,Kilimani,KiHa22891224,tap_in_home_broken,NULL,NULL
"22 Malaika Drive",Rural,Hawassa,HaRu20228224,well,"Contaminated: Biological","Install UV and RO filter"
"192 Maji Mema Street",Rural,Akatsi,AkRu07941224,tap_in_home_broken,NULL,NULL
"75 Nyerere Road",Rural,Kilimani,KiRu26086224,well,"Contaminated: Biological","Install UV and RO filter"
"200 Achebe Street",Bello,Amanzi,AmBe11136224,tap_in_home_broken,NULL,NULL
"27 Hurghada Street",Rural,Amanzi,AmRu13186224,river,NULL,"Drill well"
"41 Jangwa Nyeupe Drive",Rural,Hawassa,HaRu19935224,well,"Contaminated: Biological","Install UV and RO filter"
"16 Duma Leakey Road",Rural,Kilimani,KiRu28000224,river,NULL,"Drill well"
"20 Kenyatta Avenue",Rural,Sokoto,SoRu35181224,shared_tap,NULL,NULL
"146 Thomas Mapfumo Road",Marang,Sokoto,SoMa34565224,river,NULL,"Drill well"
"60 Tumbili Kenyatta Avenue",Pwani,Amanzi,AmPw12776224,tap_in_home_broken,NULL,NULL
"45 Mto Wa Raha Drive",Rural,Kilimani,KiRu29121224,well,"Contaminated: Biological","Install UV and RO filter"
"34 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu36951224,shared_tap,NULL,NULL
"18 Mwanza Street",Rural,Kilimani,KiRu25289224,tap_in_home_broken,NULL,NULL
"46 Amanpour Avenue",Rural,Kilimani,KiRu27566224,river,NULL,"Drill well"
"38 Duma Leakey Road",Rural,Kilimani,KiRu28014224,tap_in_home_broken,NULL,NULL
"59 Wole Soyinka Street",Rural,Akatsi,AkRu05478224,river,NULL,"Drill well"
"31 African Skies Street",Rural,Akatsi,AkRu08473224,well,"Contaminated: Biological","Install UV and RO filter"
"22 African Queen Road",Rural,Amanzi,AmRu15834224,well,"Contaminated: Chemical","Install RO filter"
"17 Patrice Lumumba Drive",Abidjan,Amanzi,AmAb09207224,shared_tap,NULL,NULL
"194 Oliver Tambo Street",Harare,Akatsi,AkHa00283224,tap_in_home_broken,NULL,NULL
"152 Mbuzi Mbeki Street",Bello,Amanzi,AmBe11244224,shared_tap,NULL,NULL
"173 Wole Soyinka Street",Rural,Akatsi,AkRu05379224,well,"Contaminated: Chemical","Install RO filter"
"172 Maji Mema Street",Rural,Akatsi,AkRu07955224,shared_tap,NULL,NULL
"22 Kagame Court",Zuri,Kilimani,KiZu31338224,well,"Contaminated: Chemical","Install RO filter"
"6 Nyerere Road",Rural,Kilimani,KiRu26076224,well,"Contaminated: Chemical","Install RO filter"
"27 Sokoto Avenue",Mrembo,Kilimani,KiMr24272224,tap_in_home_broken,NULL,NULL
"80 Tembo Mandela Road",Rural,Akatsi,AkRu06259224,well,"Contaminated: Chemical","Install RO filter"
"133 Burna Boy Street",Rural,Kilimani,KiRu30197224,well,"Contaminated: Biological","Install UV and RO filter"
"130 Twiga Lane",Rural,Hawassa,HaRu17123224,well,"Contaminated: Chemical","Install RO filter"
"43 Kimathi Street",Rural,Kilimani,KiRu26338224,tap_in_home_broken,NULL,NULL
"67 Luxor Avenue",Majengo,Sokoto,SoMa33604224,well,"Contaminated: Chemical","Install RO filter"
"134 Asmara Street",Rural,Akatsi,AkRu04307224,well,"Contaminated: Chemical","Install RO filter"
"10 Fela Kuti Drive",Abidjan,Amanzi,AmAb09254224,well,"Contaminated: Chemical","Install RO filter"
"178 Mto Wa Uzima Street",Rural,Sokoto,SoRu38292224,well,"Contaminated: Biological","Install UV and RO filter"
"56 Kenyatta Avenue",Rural,Sokoto,SoRu35196224,well,"Contaminated: Biological","Install UV and RO filter"
"4 Eto'o Street",Asmara,Amanzi,AmAs10271224,tap_in_home_broken,NULL,NULL
"117 Lumumba Lane",Amina,Amanzi,AmAm09645224,river,NULL,"Drill well"
"10 Mto Wa Uzima Street",Rural,Sokoto,SoRu38189224,tap_in_home_broken,NULL,NULL
"62 Gaborone Avenue",Rural,Kilimani,KiRu26592224,tap_in_home_broken,NULL,NULL
"117 Popo Kamuzu Street",Rural,Akatsi,AkRu06651224,shared_tap,NULL,NULL
"31 Panya Zinjathropus Avenue",Rural,Sokoto,SoRu37625224,shared_tap,NULL,NULL
"196 Okocha Street",Mrembo,Kilimani,KiMr24536224,tap_in_home_broken,NULL,NULL
"27 Asmara Street",Rural,Akatsi,AkRu04408224,river,NULL,"Drill well"
"31 Kenyatta Street",Rural,Akatsi,AkRu05301224,well,"Contaminated: Chemical","Install RO filter"
"38 Zanzibar Street",Rural,Kilimani,KiRu26997224,well,"Contaminated: Biological","Install UV and RO filter"
"95 Okocha Street",Mrembo,Kilimani,KiMr24550224,tap_in_home_broken,NULL,NULL
"55 Simba Road",Rural,Sokoto,SoRu34703224,river,NULL,"Drill well"
"25 Zambezi Way",Amina,Amanzi,AmAm09355224,tap_in_home_broken,NULL,NULL
"6 Njia Ya Maji Road",Rural,Kilimani,KiRu29091224,well,"Contaminated: Chemical","Install RO filter"
"108 Conakry Street",Zuri,Kilimani,KiZu31277224,tap_in_home_broken,NULL,NULL
"15 Mto Wa Uzima Street",Rural,Sokoto,SoRu38171224,river,NULL,"Drill well"
"21 Simba Tutu Street",Rural,Akatsi,AkRu07167224,well,"Contaminated: Chemical","Install RO filter"
"31 Pwani Ya Utulivu Drive",Rural,Kilimani,KiRu29335224,well,"Contaminated: Chemical","Install RO filter"
"87 Asimbonanga Road",Rural,Sokoto,SoRu39018224,well,"Contaminated: Biological","Install UV and RO filter"
"23 Lumumba Lane",Amina,Amanzi,AmAm09538224,tap_in_home_broken,NULL,NULL
"10 Nelson Mandela Street",Rural,Sokoto,SoRu37093224,river,NULL,"Drill well"
"112 Garang Street",Amina,Hawassa,HaAm15945224,well,"Contaminated: Chemical","Install RO filter"
"11 Umqombothi Avenue",Serowe,Hawassa,HaSe21138224,tap_in_home_broken,NULL,NULL
"75 Angelique Street",Rural,Sokoto,SoRu39456224,shared_tap,NULL,NULL
"41 Uhuru Square",Rural,Kilimani,KiRu25441224,shared_tap,NULL,NULL
"22 Pwani Ya Utulivu Drive",Rural,Kilimani,KiRu29343224,well,"Contaminated: Biological","Install UV and RO filter"
"139 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19170224,river,NULL,"Drill well"
"187 Acacia Lane",Rural,Kilimani,KiRu25680224,well,"Contaminated: Chemical","Install RO filter"
"105 Freetown Road",Marang,Sokoto,SoMa34201224,river,NULL,"Drill well"
"11 Bamako Avenue",Rural,Hawassa,HaRu18340224,tap_in_home_broken,NULL,NULL
"13 Bloemfontein Boulevard",Rural,Kilimani,KiRu27306224,river,NULL,"Drill well"
"42 African Skies Street",Rural,Akatsi,AkRu08435224,shared_tap,NULL,NULL
"29 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38564224,well,"Contaminated: Chemical","Install RO filter"
"16 Mlima Wa Ufalme Avenue",Rural,Sokoto,SoRu38561224,well,"Contaminated: Chemical","Install RO filter"
"45 Pwani Ya Utulivu Drive",Rural,Kilimani,KiRu29344224,well,"Contaminated: Biological","Install UV and RO filter"
"7 Hurghada Street",Rural,Amanzi,AmRu13160224,tap_in_home_broken,NULL,NULL
"129 Tripoli Street",Harare,Kilimani,KiHa22818224,river,NULL,"Drill well"
"25 Mto Wa Ukarimu Street",Rural,Sokoto,SoRu38795224,river,NULL,"Drill well"
"49 Accra Avenue",Amina,Amanzi,AmAm09459224,tap_in_home_broken,NULL,NULL
"29 Chura Usman Street",Bahari,Sokoto,SoBa31711224,river,NULL,"Drill well"
"63 Mto Mbuni Avenue",Asmara,Amanzi,AmAs10900224,tap_in_home_broken,NULL,NULL
"116 Wole Soyinka Street",Rural,Akatsi,AkRu05425224,well,"Contaminated: Chemical","Install RO filter"
"54 Nyerere Ndovu Avenue",Rural,Kilimani,KiRu27937224,well,"Contaminated: Chemical","Install RO filter"
"194 Chura Usman Street",Bahari,Sokoto,SoBa31741224,well,"Contaminated: Chemical","Install RO filter"
"42 Senghor Way",Rural,Amanzi,AmRu14070224,well,"Contaminated: Chemical","Install RO filter"
"81 Antananarivo Road",Rural,Akatsi,AkRu04537224,shared_tap,NULL,NULL
"106 Winnie Mandela Street",Rural,Hawassa,HaRu19049224,tap_in_home_broken,NULL,NULL
"78 Nkrumah Road",Rural,Sokoto,SoRu36379224,shared_tap,NULL,NULL
"25 Kimathi Street",Rural,Kilimani,KiRu26312224,tap_in_home_broken,NULL,NULL
"33 Zambezi Drive",Rural,Kilimani,KiRu26018224,river,NULL,"Drill well"
"76 Burna Boy Street",Rural,Kilimani,KiRu30161224,well,"Contaminated: Chemical","Install RO filter"
"163 Sfax Street",Ilanga,Sokoto,SoIl32526224,river,NULL,"Drill well"
"52 Scatterlings Avenue",Rural,Amanzi,AmRu15654224,tap_in_home_broken,NULL,NULL
"15 Desmond Tutu Street",Rural,Kilimani,KiRu27775224,river,NULL,"Drill well"
"4 Bahari Ya Kupendeza Drive",Amara,Kilimani,KiAm22469224,well,"Contaminated: Chemical","Install RO filter"
"5 Mlima Wa Uzuri Avenue",Rural,Sokoto,SoRu38339224,shared_tap,NULL,NULL
"60 Kimathi Street",Rural,Kilimani,KiRu26253224,well,"Contaminated: Biological","Install UV and RO filter"
"31 Julius Nyerere Drive",Rural,Amanzi,AmRu14359224,well,"Contaminated: Biological","Install UV and RO filter"
"102 Mwanza Street",Rural,Kilimani,KiRu25302224,tap_in_home_broken,NULL,NULL
"96 Kampala Road",Zanzibar,Hawassa,HaZa21721224,well,"Contaminated: Biological","Install UV and RO filter"
"145 Mogadishu Road",Lusaka,Akatsi,AkLu01655224,tap_in_home_broken,NULL,NULL
"136 Nyama Choma Street",Rural,Amanzi,AmRu14781224,tap_in_home_broken,NULL,NULL
"27 Ndege Khama Drive",Rural,Kilimani,KiRu28570224,shared_tap,NULL,NULL
"27 Niamey Drive",Rural,Sokoto,SoRu36099224,well,"Contaminated: Biological","Install UV and RO filter"
"11 Nyuki Okonjo Drive",Rural,Kilimani,KiRu28111224,well,"Contaminated: Chemical","Install RO filter"
"8 Atlas Mountain Crest",Abidjan,Amanzi,AmAb08954224,shared_tap,NULL,NULL
"103 Garang Street",Amina,Hawassa,HaAm16019224,tap_in_home_broken,NULL,NULL
"27 Tripoli Street",Harare,Kilimani,KiHa22819224,well,"Contaminated: Biological","Install UV and RO filter"
"69 Nyerere Road",Rural,Kilimani,KiRu26064224,well,"Contaminated: Chemical","Install RO filter"
"81 Mto Wa Ukarimu Street",Rural,Sokoto,SoRu38785224,shared_tap,NULL,NULL
"7 Harare Avenue",Rural,Hawassa,HaRu18408224,shared_tap,NULL,NULL
"28 Nile Street",Rural,Sokoto,SoRu35299224,tap_in_home_broken,NULL,NULL
"127 Simba Road",Rural,Akatsi,AkRu06077224,river,NULL,"Drill well"
"130 Kwame Nkrumah Street",Bahari,Sokoto,SoBa31685224,river,NULL,"Drill well"
"13 Oliver Tambo Street",Harare,Akatsi,AkHa00477224,well,"Contaminated: Biological","Install UV and RO filter"
"36 Bahari Ya Faraja Road",Rural,Kilimani,KiRu29225224,well,"Contaminated: Biological","Install UV and RO filter"
"148 Mto Wa Furaha Road",Rural,Akatsi,AkRu07645224,well,"Contaminated: Chemical","Install RO filter"
"9 Monrovia Street",Rural,Sokoto,SoRu35493224,tap_in_home_broken,NULL,NULL
"66 Sokoto Avenue",Mrembo,Kilimani,KiMr24302224,well,"Contaminated: Biological","Install UV and RO filter"
"46 Bahari Tamu Road",Ilanga,Sokoto,SoIl32832224,tap_in_home_broken,NULL,NULL
"141 Lubumbashi Lane",Rural,Hawassa,HaRu17958224,well,"Contaminated: Chemical","Install RO filter"
"10 Zamajobe Avenue",Amina,Amanzi,AmAm09757224,tap_in_home_broken,NULL,NULL
"45 Pretoria Avenue",Mrembo,Kilimani,KiMr24352224,well,"Contaminated: Chemical","Install RO filter"
"128 Acacia Lane",Rural,Kilimani,KiRu25847224,well,"Contaminated: Biological","Install UV and RO filter"
"97 Mombasa Road",Rural,Sokoto,SoRu35799224,river,NULL,"Drill well"
"48 Mamba Biko Drive",Rural,Hawassa,HaRu19662224,well,"Contaminated: Biological","Install UV and RO filter"
"110 Zanzibar Street",Rural,Kilimani,KiRu26982224,well,"Contaminated: Biological","Install UV and RO filter"
"15 Thomas Mapfumo Road",Marang,Sokoto,SoMa34509224,tap_in_home_broken,NULL,NULL
"36 Kumasi Street",Lusaka,Akatsi,AkLu02082224,tap_in_home_broken,NULL,NULL
"145 Lumumba Lane",Amina,Amanzi,AmAm09484224,shared_tap,NULL,NULL
"9 Mawimbi Mafupi Drive",Majengo,Sokoto,SoMa34176224,well,"Contaminated: Chemical","Install RO filter"
"33 Pwani Ya Utukufu Road",Rural,Akatsi,AkRu08153224,shared_tap,NULL,NULL
"67 Panya Zinjathropus Avenue",Rural,Sokoto,SoRu37632224,well,"Contaminated: Biological","Install UV and RO filter"
"130 Mto Wa Furaha Road",Rural,Akatsi,AkRu07545224,well,"Contaminated: Chemical","Install RO filter"
"100 Conakry Street",Zuri,Kilimani,KiZu31154224,tap_in_home_broken,NULL,NULL
"58 Zamajobe Avenue",Amina,Amanzi,AmAm09807224,tap_in_home_broken,NULL,NULL
"141 Cairo Road",Rural,Amanzi,AmRu12970224,well,"Contaminated: Chemical","Install RO filter"
"175 Nelson Mandela Street",Rural,Sokoto,SoRu37050224,well,"Contaminated: Chemical","Install RO filter"
"5 Constantine Road",Rural,Hawassa,HaRu17576224,well,"Contaminated: Chemical","Install RO filter"
"56 Abyei Avenue",Harare,Akatsi,AkHa00199224,well,"Contaminated: Chemical","Install RO filter"
"12 Zanzibar Street",Rural,Kilimani,KiRu26912224,well,"Contaminated: Biological","Install UV and RO filter"
"187 Johnny Street",Rural,Hawassa,HaRu20360224,river,NULL,"Drill well"
"145 African Skies Street",Rural,Akatsi,AkRu08523224,tap_in_home_broken,NULL,NULL
"9 Bujumbura Street",Harare,Kilimani,KiHa22986224,tap_in_home_broken,NULL,NULL
"105 Maseru Road",Rural,Kilimani,KiRu27130224,well,"Contaminated: Biological","Install UV and RO filter"
"3 Tuku Street",Rural,Hawassa,HaRu20868224,tap_in_home_broken,NULL,NULL
"71 Jengo Street",Pwani,Amanzi,AmPw12412224,tap_in_home_broken,NULL,NULL
"3 Miriam Makeba Way",Harare,Akatsi,AkHa00236224,shared_tap,NULL,NULL
"99 Kob Maathai Road",Mrembo,Kilimani,KiMr24655224,well,"Contaminated: Biological","Install UV and RO filter"
"4 Mto Wa Ukarimu Street",Rural,Sokoto,SoRu38802224,river,NULL,"Drill well"
"40 Ramaphosa Road",Rural,Akatsi,AkRu05776224,well,"Contaminated: Biological","Install UV and RO filter"
"180 Sfax Street",Ilanga,Sokoto,SoIl32544224,tap_in_home_broken,NULL,NULL
"181 Winnie Mandela Street",Rural,Hawassa,HaRu18989224,well,"Contaminated: Chemical","Install RO filter"
"21 Kigali Drive",Abidjan,Amanzi,AmAb09135224,shared_tap,NULL,NULL
"140 Kifaru Lumumba Road",Amina,Hawassa,HaAm16186224,well,"Contaminated: Chemical","Install RO filter"
"51 Kiboko Nkrumah Lane",Rural,Hawassa,HaRu19330224,shared_tap,NULL,NULL
"51 Asmara Street",Rural,Akatsi,AkRu04379224,well,"Contaminated: Chemical","Install RO filter"
"155 Ladysmith Black Street",Rural,Akatsi,AkRu08871224,shared_tap,NULL,NULL
"104 Simba Road",Rural,Akatsi,AkRu06108224,well,"Contaminated: Chemical","Install RO filter"
"111 Bujumbura Street",Harare,Kilimani,KiHa23073224,well,"Contaminated: Biological","Install UV and RO filter"
"28 Nyati Zuma Drive",Rural,Amanzi,AmRu14948224,shared_tap,NULL,NULL
"165 Winnie Mandela Street",Rural,Hawassa,HaRu19018224,shared_tap,NULL,NULL
"97 Soko Soyinka Road",Rural,Sokoto,SoRu37513224,shared_tap,NULL,NULL
"143 African Queen Road",Rural,Amanzi,AmRu15875224,tap_in_home_broken,NULL,NULL
"25 Senghor Way",Rural,Amanzi,AmRu14101224,tap_in_home_broken,NULL,NULL
"1 Mogadishu Road",Lusaka,Akatsi,AkLu01617224,tap_in_home_broken,NULL,NULL
"79 Addis Ababa Road",Harare,Akatsi,AkHa00072224,tap_in_home_broken,NULL,NULL
"70 Papa Wemba Road",Lusaka,Akatsi,AkLu02588224,well,"Contaminated: Chemical","Install RO filter"
"8 Bamako Avenue",Rural,Hawassa,HaRu18322224,river,NULL,"Drill well"
"69 Zuma Avenue",Rural,Hawassa,HaRu18899224,well,"Contaminated: Biological","Install UV and RO filter"
"165 Nelson Mandela Street",Rural,Sokoto,SoRu37152224,river,NULL,"Drill well"
"31 Ellen Johnson Sirleaf Street",Rural,Sokoto,SoRu37035224,well,"Contaminated: Chemical","Install RO filter"
"42 Tausi Lumumba Avenue",Rural,Sokoto,SoRu37655224,well,"Contaminated: Chemical","Install RO filter"
"154 Burna Boy Street",Rural,Kilimani,KiRu30176224,river,NULL,"Drill well"
"22 Serengeti Court",Zanzibar,Hawassa,HaZa21627224,well,"Contaminated: Chemical","Install RO filter"
"83 Okapi Road",Yaounde,Hawassa,HaYa21386224,tap_in_home_broken,NULL,NULL
"147 Okapi Road",Yaounde,Hawassa,HaYa21449224,well,"Contaminated: Chemical","Install RO filter"
"83 Special Star Road",Rural,Kilimani,KiRu29927224,well,"Contaminated: Chemical","Install RO filter"
"120 Chanzo Cha Furaha Road",Rural,Hawassa,HaRu19831224,well,"Contaminated: Biological","Install UV and RO filter"
"96 Yvonne Chaka Road",Deka,Hawassa,HaDe16601224,well,"Contaminated: Biological","Install UV and RO filter"
"39 Mawimbi Makuu Drive",Rural,Hawassa,HaRu20190224,well,"Contaminated: Biological","Install UV and RO filter"
"59 Thomas Mapfumo Road",Marang,Sokoto,SoMa34491224,well,"Contaminated: Biological","Install UV and RO filter"
"136 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20524224,well,"Contaminated: Chemical","Install RO filter"
"57 Ukingo Wa Jua Street",Rural,Akatsi,AkRu07314224,shared_tap,NULL,NULL
"1 Okavango Bend",Rural,Kilimani,KiRu25568224,shared_tap,NULL,NULL
"26 Waka Waka Avenue",Rural,Akatsi,AkRu08639224,well,"Contaminated: Chemical","Install RO filter"
"128 Lumumba Street",Rural,Akatsi,AkRu03802224,river,NULL,"Drill well"
"56 Freedom Road",Rural,Akatsi,AkRu08364224,tap_in_home_broken,NULL,NULL
"76 Afro Jazz Street",Amina,Amanzi,AmAm09836224,tap_in_home_broken,NULL,NULL
"10 Mlima Wa Uzuri Avenue",Rural,Sokoto,SoRu38395224,river,NULL,"Drill well"
"80 Lilongwe Street",Lusaka,Akatsi,AkLu01818224,well,"Contaminated: Biological","Install UV and RO filter"
"28 Gaborone Avenue",Rural,Kilimani,KiRu26591224,well,"Contaminated: Biological","Install UV and RO filter"
"25 Ukingo Mkuu Drive",Harare,Akatsi,AkHa00521224,well,"Contaminated: Biological","Install UV and RO filter"
"144 Kampala Road",Zanzibar,Hawassa,HaZa21662224,well,"Contaminated: Biological","Install UV and RO filter"
"116 Conakry Street",Zuri,Kilimani,KiZu31307224,tap_in_home_broken,NULL,NULL
"30 Ziwa La Kioo Road",Rural,Kilimani,KiRu28932224,well,"Contaminated: Chemical","Install RO filter"
"90 Bahari Nzuri Street",Rural,Kilimani,KiRu28695224,well,"Contaminated: Chemical","Install RO filter"
"65 Franco Luambo Avenue",Rural,Amanzi,AmRu15699224,tap_in_home_broken,NULL,NULL
"48 Yaya Touré Lane",Majengo,Sokoto,SoMa34075224,tap_in_home_broken,NULL,NULL
"157 Paka Dangote Street",Rural,Sokoto,SoRu37883224,shared_tap,NULL,NULL
"199 Nile Street",Rural,Sokoto,SoRu35312224,well,"Contaminated: Chemical","Install RO filter"
"124 Njia Ya Maji Road",Rural,Kilimani,KiRu29036224,river,NULL,"Drill well"
"75 Paka Dangote Street",Rural,Sokoto,SoRu37974224,river,NULL,"Drill well"
"38 Tripoli Street",Harare,Kilimani,KiHa22660224,well,"Contaminated: Biological","Install UV and RO filter"
"48 Banjul Street",Zuri,Kilimani,KiZu30785224,well,"Contaminated: Chemical","Install RO filter"
"125 Nia Lane",Rural,Akatsi,AkRu02876224,shared_tap,NULL,NULL
"84 Paka Amanpour Road",Dahabu,Amanzi,AmDa11611224,well,"Contaminated: Biological","Install UV and RO filter"
"25 Miriam Makeba Drive",Rural,Hawassa,HaRu19158224,tap_in_home_broken,NULL,NULL
"12 Fela Kuti Boulevard",Djenne,Hawassa,HaDj16873224,well,"Contaminated: Biological","Install UV and RO filter"
"90 Kuku Kenyatta Road",Rural,Sokoto,SoRu37828224,well,"Contaminated: Biological","Install UV and RO filter"
"4 Lagos Street",Pwani,Amanzi,AmPw12552224,shared_tap,NULL,NULL
"175 Casablanca Street",Rural,Amanzi,AmRu13617224,well,"Contaminated: Chemical","Install RO filter"
"33 Shakira Drive",Rural,Sokoto,SoRu39306224,well,"Contaminated: Biological","Install UV and RO filter"
"86 Gbenga Adeyinka Street",Rural,Hawassa,HaRu20511224,tap_in_home_broken,NULL,NULL
"192 Angelique Street",Rural,Sokoto,SoRu39480224,well,"Contaminated: Biological","Install UV and RO filter"
